add_title,add_price,add_area_val,add_bed_val,add_bath_val,add_park_val,
"Apartments in Punta Pacífica | Punta Pacifica – Vista al Mar – 167mts2 – 289,000",289000,167,1,1.5,1,289000
Apartments in Obarrio | SIGNAURE POINT. FOR SALE - studio apartment,155,49,1,1,1,155
"Apartments in San Francisco | San Francisco – Frente al Mar – 124mts2 – 225,000",225000,124,2,2,2,225000
Apartments in Avenida Balboa | For Sale - apartment - Avenida Balboa,320000,137,3,3,2,320000
"Apartments in Santa María | Santa Maria – Vista al Golf – 1,100mts2 – 5,000,000",5000000,1100,4,4.5,4,5000000
Apartments in La Loma | SE VENDE / ALQUILA APARTAMENTO EN LA LOMA HATO PINTADO,180000,106,2,2,1,180000
Apartments in San Francisco | CLAYTON 3 REC CON BALCÓN PISCINA LINEA BLANCA,350000,145,3,2.5,2,350000
Apartments in Punta Pacífica | OCEANAIRE PUNTA PACIFICA 2HAB VISTA AL MAR,325000,171,2,1.5,2,325000
Apartments in Punta Pacífica | Apartamento en Venta Punta Pacifica Estilo Duplex Moderno Diseño 22EP10256,499000,178,2,2,2,499000
Apartments in Punta Pacífica | Apartamento en Venta Punta Pacifica Amplia Terraza Remodelado 22EP10943,495000,191,2,3,2,495000
Apartments in Punta Pacífica | Apartamento en Venta Punta Pacifica Espectacular Vista al Mar Pisos Mármol 22EP9605,426755,171,2,2,2,426755
Apartments in Punta Pacífica | Apartamento en Venta Punta Pacifica Vista Panorámica al Mar Moderno Diseño 22EP10260,475000,217,3,3,2,475000
"Apartments in San Francisco | For sale of 95 m2 Apartment in PH Harmony, San Francisco",170000,95,1,2,1,170000
"Apartments in Bella Vista | Sale of Furnished Apartment of 100 m2 in PH South Beach, Bellavista",210000,100,2,2,2,210000
"Apartments in San Francisco | Sale of Furnished Apartment of 92 m2 in PH Quartier, San Francisco",150000,92,2,2,1,150000
"Apartments in Costa del Este | Sale of 295 m2 Apartment in PH Pearl at the Sea, Costa del Este",659000,295,3,4,2,659000
"Apartments in Albrook | Sale of 164 m2 Apartment in PH Forest Gate, Albrook",290000,164,3,3,2,290000
Apartments in Santa María | APARTAMENTO SANTA MARIA GREENVIEW 215m2,610000,215,3,3,2,610000
Apartments in Avenida Balboa | APARTAMENTO AVE BALBOA LINEA BLANCA 2 RECAMARAS,340000,150,2,2,1,340000
Apartments in Bella Vista | APARTAMENTO AVENIDA BALBOA VISTA AL MAR LINEA BLANCA,340000,150,2,2,1,340000
"Apartments in Bella Vista | APARTAMENTO EN PROYECTO EN BELLA VISTA, ARMONIA",153750,57.5,2,2,NaN,153750
"Apartments in Bella Vista | APARTAMENTO EN PROYECTO EN BELLA VISTA, ARMONIA",167380,66.4,3,2,NaN,167380
Apartments in Punta Paitilla | Venta P. H. Las Hadas| Apartamento,450000,390,3,3,3,450000
Apartments in Marbella | SEA CONFIABLE VENDE PH NUOVO BY ARMANI CASA,363000,105.71,2,2,1,363000
Apartments in Avenida Balboa | SEA Confiable Vende PH Rivage Av Balboa con Vista al Mar,340000,150,2,2,1,340000
Apartments in Vía Argentina | SEA Confiable Vende Velure en el Cangrejo Bella Vista,330000,152,2,3,2,330000
Apartments in Condado del Rey | VENDO HERMOSO APARTAMENTO EN CONDADO DEL REY 3 RECAMARAS 97 METROS,146000,97,3,2,1,146000
"Apartments in Victoriano Lorenzo | Se Vende Apartamento en Ph Mallorca Park Village, Los Andes LH",90000,74.96,2,2,1,90000
Apartments in Punta Paitilla | Venta Apartamento en Punta Paitilla PH Vista el Sol de 240 mts.2,390000,240,3,4,2,390000
Apartments in San Francisco | Se vende apartamento Coco del mar Ph Quartier del mar cc,350000,123.78,1,2,2,350000
Apartments in San Francisco | ID 16360 HARMONY 2 BEDROOM WITH 50m2 TERRACE,325000,187.25,2,3,2,325000
Apartments in El Cangrejo | VENDO SIN MUEBLES APARTAMENTO BELLA VISTA EL CANGREJO,120000,134,2,2,1,"120,000.00"
Apartments in Albrook | Great Investment- Panoramic View- Excellent Location,148900,68,2,2,1,148900
"Apartments in Carrasquilla | CORAL TOWERS CARRASQUILLA, 2REC. 2BAÑOS 2 PARKING 70 MTS. $144,000.00",144000,70,2,2,2,144000
"Apartments in El Cangrejo | ONLY CHANCE! IN EL CANGREJO ONLY US$175,900",175900,123,3,2,2,175900
"Apartments in Parque Lefevre | Excellent Opportunity! In Parque Lefevre Only US$112,000 Negotiable",112000,82,2,1,1,112000
Apartments in Vía Argentina | Venta apto cangrejo 159k.,159000,106,3,3,1,159000
"Apartments in Marbella | Marbella – Amplio Apartamento – 180mts2 – 220,000",220000,180,3,2,2,220000
"Apartments in El Cangrejo | Unmissable Opportunity In El Cangrejo At Only US$180,000",180000,120,3,2,2,180000
"Apartments in Altos de Panamá | ONLY CHANCE! IN ALTOS DE PANAMA ONLY US$125,000",125000,79,3,2,1,125000
"Apartments in Costa del Este | Se vende hermoso apartamento linea blanca en el PH Acqua II, Costa del Este",990000,325,3,3,2,990000
Apartments in Punta Paitilla | VENTA! Apartamento atípico en Punta Paitilla - San francisco,349000,414,3,2.5,2,349000
Apartments in Punta Pacífica | Penthouse apartment for sale in Ocean Reef located in Punta Pacifica,2500000,655,4,5.5,3,2500000
Apartments in Punta Paitilla | Alquiler de apt. en Paitilla vista al Mar PH Perla del Pacifico BP,440000,280,4,3,3,440000
"Apartments in Vía España | VENDO apartamento ""NUEVO"" con deposito en PH San Roque, Vía España BP",165000,92,2,2,2,165000
Apartments in Clayton | Vendo apartamento en Clayton,218000,125,3,2.5,2,218000
Apartments in Hato Pintado | APTO - HATO PINTADO - 116MTS2,180000,116,3,2,1,180000
Apartments in Coco del Mar | Lujoso Penthouse en Coco Del Mar Belvedere Park / OV,2100000,920,3,3.5,3,2100000
Apartments in San Francisco | Sale of Apartment in San Francisco DPV,233000,111,2,2,1,233000
Apartments in Edison Park | PH BELVIEW TOWERS APARTAMENTO NEGOCIABLE/OV,125000,75,2,2,1,"125,000.00"
Apartments in Avenida Balboa | APARTAMENTO - AV. BALBOA - 126 MTS²,230000,126,3,2,2,230000
Apartments in El Cangrejo | Venta de apto en el Cangrejo!!,170000,NaN,3,2,1,170000
"Apartments in Avenida Balboa | RIVAGE TOWER APARTMENT WITH WHITE LINE FOR SALE, BALBOA AVENUE (1)",340000,150,2,2,1,340000
Apartments in 12 de Octubre | Apto Venta La Pulida 55k!!,55000,55,2,1,1,"55,000.00"
Apartments in Punta Pacífica | Selling in P.H Venetian in Punta Pacifica,1700000,525,4,4.5,5,1700000
Apartments in Coco del Mar | Se Vende apartamento con la mejor vista al mar en Coco del Mar,500000,276,3,3.5,2,500000
Apartments in Vía Cincuentenario | Venta de apartamento en Parque Lefevre... REBAJADO!!!,50000,42,1,1,1,"50,000.00"
Apartments in Edison Park | I AM SELLING A BEAUTIFUL APARTMENT IN EDISON PARK,165000,90,2,2,1,165000
Apartments in Carrasquilla | Via España - Carrasquillla 2 Rec 2 Baños 2 Est. + Deposito **NEGOCIABLE**,149000,70,2,2,2,149000
Apartments in Obarrio | PH SAN GREGORIO - VIA DE OBARRIO - 162 MTS²,150000,162,2,2,1,150000
Apartments in Calle 50 | SPACIOUS APARTMENT FOR SALE IN 50 AVENUE,260000,210,3,3.5,2,260000
Apartments in Vía Argentina | HERMOSO LOFT PUEDE SER TUYO YA!,220000,109,1,1.5,1,220000
"Apartments in Panama City | Se vende Apartamento en el corazón de San Francisco. Céntrico, amplio y discreto.",218000,150,3,2.5,2,218000
Apartments in Avenida Balboa | SPECTACULAR APARTMENT IN PH ALLURE,825000,395,4,4.5,3,"825,000.00"
Apartments in Llano Bonito | VENDO Apto en PH Residencial Llano Bonito,95000,57,2,1,1,95000
Apartments in Costa del Este | Apartment for Sale in Costa del Este JG,375000,155,3,3.5,2,375000
"Apartments in Marbella | Marbella 47, Apartamento de 3 Habitaciones en Venta",450000,195,3,3.5,2,450000
Apartments in San Francisco | Apartment for Sale in San Francisco JG,285000,173,3,2.5,2,285000
Apartments in Carrasquilla | Hermoso apartamento para la venta en el PH Torres de Castilla,198000,84,2,2,1,198000
"Apartments in Avenida Balboa | Se Vende Penthouse en Bella Vista, Ph Costanera",1087250,3895,4,4.5,3,1087250
Apartments in El Cangrejo | Beautiful Apartment in El Cangrejo R-0265,223200,125.53,3,2,2,223200
Apartments in Avenida Balboa | Allure At The Park: Completely Remodeled And Fully Furnished,485000,178,2,2.5,2,485000
Apartments in Punta Paitilla | NEGOTIABLE Sale of Apartment in Paitilla SEA VIEW 925XM2,310000,335,4,4,2,310000
Apartments in Costa del Este | SE VENDE BELLO APARTAMENTO AMOBLADO PRIMERA LÍNEA AL MAR,745000,292,3,3.5,2,745000
Apartments in Punta Pacífica | Q Tower en Punta Pacífica (ID 12226),520000,306,3,3.5,3,520000
"Apartments in Punta Pacífica | Se Vende Apartamento Punta Pacifica, Islan Ocean Reef",1150000,241,3,4,3,1150000
Apartments in Punta Paitilla | The Point in Punta Paitilla (ID 12518),1250000,500,4,4.5,3,1250000
Apartments in Coco del Mar | VENTA APARTAMENTO COCO DEL MAR- SAN FRANCISCO PH MOON TOWER,235000,120,2,2,1,"235,000.00"
"Apartments in El Cangrejo | ONLY CHANCE! IN EL CANGREJO ONLY US$100,000",100000,65,1,1.5,1,100000
"Apartments in El Carmen | ONLY CHANCE! IN EL CARMEN ONLY US$110,000",110000,73,2,2,1,110000
"Apartments in Hato Pintado | In Front Of The Metro Station At Only US$114,750",114750,85,3,2,1,114750
Apartments in 12 de Octubre | ONLY CHANCE! IN FRONT OF THE METRO STATION AT ONLY US$119999,119999,85,3,2,1,119999
Apartments in Punta Pacífica | Apartment for sale in Grand Tower - Punta Pacifica (12923),485000,171,2,2.5,2,485000
"Apartments in Juan Diaz | Venta apartamento PH Girasol , Juan Diaz",80000,56,2,1,2,80000
"Apartments in San Francisco | APARTAMENTO EN SAN FRANCISCO 3 RECAMARAS, PH PREMIUM TOWER",315000,160,3,4,2,315000
Apartments in Punta Pacífica | VENTA DE APARTAMENTO EN PUNTA PACIFICA PH PACIFIC POINT,980000,388,4,4,3,980000
Apartments in Costa del Este | TEN TOWER,1100000000,419,3,3,3,1100000000
Apartments in Santa María | SIGNATURE,1073000,370,4,4,4,1073000
Apartments in Punta Paitilla | THE TOWERS AT PAITILLA,1085000,395.92,4,4,3,1085000
Apartments in Punta Paitilla | THE TOWERS AT PAITILLA,1900000,624.71,4,4,4,1900000
Apartments in Costa del Este | PH PIJAO full amueblado 235.000$ piso alto,235000,119,3,2,2,235000
"Apartments in Costa del Este | PH TEN TOWER, COSTA DEL ESTE, 3REC, VENTA, CJ",1100000,450,3,3.5,3,1100000
"Apartments in Punta Pacífica | FOR SALE APARTMENT IN PUNTA PACIFICA, 240M2, 2 BEDROOMS, SEA VIEW.",445000,240,2,3,2,445000
"Apartments in Coco del Mar | Panama City Condo for Sale With Nearly 10,000 sq. ft. of Luxury",1650000,920,3,6,1,1650000
"Apartments in Marbella | Unique Opportunity In Marbella At Only US$169,000",169000,130,2,3,2,169000
Apartments in El Cangrejo | Apartment for sale in Albrook DPV,230000,137.74,3,2,1,230000
"Apartments in Campo Limberg | Apartment for Sale in Parque del Este for Only US$75,000",75000,56,2,2,1,75000
"Apartments in Campo Limberg | For Sale Only US$59,000 In Campo Lindbergh",59000,75,3,1,1,59000
Apartments in Marbella | 2 BEDROOM APARTMENT FOR SALE MARBELLA 525-MP,185000,129,2,2,1,185000
"Apartments in Calle 50 | Apartamento en venta precio de ""Remate"" en calle 50",262000,236.63,4,2,2,"262,000.00"
Apartments in Coco del Mar | SE VENDE APTO CON VISTA AL MAR,516660,172,2,2.5,2,516660
Apartments in El Bosque | SE VENDE APARTAMENTO (TUMBA MUERTO),105000,58,2,2,1,105000
Apartments in Avenida Balboa | En Venta hermoso apartamento con vista en Yatch Club,350000,155,2,2,1,350000
Apartments in San Francisco | Vendo o alquilo PH WATERFALLS,380000,185,3,4.5,2,380000
Apartments in Costa del Este | FOR SALES PARKSIDE,300000,102,1,1.5,1,300000
Apartments in Costa del Este | For sale apartment in Costa del este,340000,224,3,3,2,340000
Apartments in San Francisco | Excelente Opción,290000,183,3,3,2,290000
"Apartments in El Cangrejo | FOR SALE IN EL CANGREJO AT ONLY US$135,000",135000,94,2,2,1,135000
Apartments in Calle 50 | Venta apto PH Colonial (via israel)... REBAJADO!!!,85000,54,2,1,1,"85,000.00"
Apartments in Costa del Este | Impecable Apto,850000,333,3,3.5,3,850000
"Apartments in Obarrio | Excellent Opportunity In Obarrio At Only US$199,000",199000,150,3,3,2,199000
Apartments in Edison Park | Vendo apartamento de 2 recámaras en Plaza Edison,125000,67,2,1,1,"125,000.00"
"Apartments in Coco del Mar | Se vende apartamento en Coco del Mar, Ph Riviera del Golf",579271,245.77,3,3.5,2,579271
"Apartments in Marbella | Marbella 233 mt2 - $225,000 NEGOCIABLE",225000,233,3,2.5,2,"225,000.00"
Apartments in Punta Paitilla | Pacific Village In Punta Pacífica (ID 12170),380000,171,2,1.5,2,380000
Apartments in Hato Pintado | Se Vende Apt en Hato Pintado ID 0130,80000,57,2,1,1,"80,000.00"
Apartments in Punta Pacífica | Garden Apartments in Punta Pacífica (ID 12151),1200000,350,3,3,3,1200000
Apartments in Costa del Este | APARTAMENTO EN VENTA EN COSTA DEL ESTE,780000,317,3,3,3,780000
Apartments in Carrasquilla | Apartment for Sale in carrasquilla,149967,67,2,2,1,149967
Apartments in Punta Pacífica | Aqualina in Punta Pacifica (ID 12131),1350000,611,3,3.5,4,1350000
Apartments in Punta Pacífica | Bellamare in Punta Pacífica (ID 12055),1850000,760,4,4.5,4,1850000
Apartments in Punta Paitilla | Sonesta in Punta Paitilla (ID 12817),485000,299,3,2,2,485000
Apartments in Costa del Este | Vendo apartamento en Costa del este Parkside,375000,125,2,2,1,375000
Apartments in Albrook | APARTMENT IN ALBROOK BEING SOLD BY ITS OWNER,294000,149.5,3,3,2,294000
"Apartments in Marbella | EXCELLENT OPPORTUNITY IN MARBELLA AT ONLY US$195,000!",195000,152.5,3,2.5,2,"195,000.00"
"Apartments in Punta Paitilla | MAJESTUOSO APARTAMENTO EN THE TOWERS PAITILLA, A ESTRENAR DE 400M2",1525000,400,4,4.5,3,1525000
"Apartments in Llano Bonito | Apartment For Sale At Only US$59,000 PH Mystic Park",59000,50,2,1,1,59000
"Apartments in Avenida Balboa | VENDO COSTANERA 205 MTS, LADO A , VISTA AL MAR , PISO MUY ALTO",590000,205,3,3.5,2,590000
Apartments in San Francisco | JADE - SAN FRANCISCO,300000,138,3,2,2,300000
Apartments in San Francisco | APARTAMENTO EN VENTA EN MARBELLA,380000,240,3,3.5,2,380000
Apartments in Vía Cincuentenario | Vendemos apartamentos a estrenar Parque Lefebre,125000,50,2,2,1,125000
Apartments in Bella Vista | PH MARINA PARK,415000,200,3,3.5,2,415000
"Apartments in Coco del Mar | PH PANORAMA COCO DEL MAR SALE $ 494,000",495000,192,3,3.5,2,495000
"Apartments in Punta Pacífica | Hermoso apartamento amoblado, vista al mar en el PH Grand Tower, en Punta Pacifica",380000,140,1,1.5,1,380000
Apartments in Panama City | VENTA DE APARTAMENTO A PRECIO REDUCIDO,110000,100,3,2,1,110000
Apartments in Avenida Balboa | Vendo apartamento en Avenida Balboa Ph Yoo,725000,180,2,2,1,725000
"Apartments in 12 de Octubre | PARQUE LINDO EN AV. ERNESTO LEFEVRE $108,000",108000,75,2,2,1,108000
Apartments in Parque Lefevre | Ph Epoca / 22-2628,127100,56,2,2,1,127100
Apartments in Brisas del Golf | Hacienda Golf Avenida M / 22-4864,155362,76,2,2,1,155362
Apartments in Bella Vista | Q Tower / 22-6736,765000,363,4,4,2,765000
"Apartments in Coco del Mar | Se vende apartamento en Coco del Mar, Ph Dovle Selva",NaN,55,2,2,1,NaN
"Apartments in Vía Transístmica | SE VENDE APTO PH CENTRAL PARK TORRE TRIBECA, TRANSISTIMICA",130000,92.6,3,2,2,130000
Apartments in Altos de Golf | Se Vende Hermoso y moderno apartamento,339000,138,3,3,2,339000
Apartments in Punta Pacífica | Venta P.H. Garden| Ocean Reef Islands | Apartamento,1240000,324.66,3,3.5,3,1240000
"Apartments in Edison Park | OFERTA! VENTA DE APARTAMENTO EN BELVIEW, EDISON PARK- BETANIA- TUMBA MUERTO",165000,96,3,2,1,165000
Apartments in Punta Pacífica | Vendo Hermoso apartamento en Top Towers en Costa del este,235000,107,2,2,1,235000
Apartments in La Exposición | Ave Cuba - Apartamento Remodelado - 36 mts2 - 500,500,36,2,1,NaN,500
Apartments in Avenida Balboa | SEA Confiable Vende PH Grand Bay con vista a la Ciudad,235000,105,1,2,1,235000
Apartments in Santa Clara | SANTA CLARA RESIDENCES,499000,212,3,3,2,499000
Apartments in Tumba Muerto | COSMOPOLITAN TOWER,160000,93.32,2,2,2,160000
Apartments in Costa del Este | TEN TOWER,900000,419,3,3,3,900000
Apartments in Obarrio | SOPHIA TOWER,375000,188,3,3,2,375000
Apartments in San Francisco | INFINITY TOWER,525000,321.23,3,4,3,525000
Apartments in Costa del Este | PANAMA BAY TOWER,850000,336,3,3,3,850000
Apartments in Coco del Mar | DA VINCI,398000,220.86,3,3,3,"398,000.00"
Apartments in San Francisco | PORTOFINO,190000,95.73,2,2,1,190000
Apartments in Costa del Este | MAREA I,1825000,680,4,4,5,1825000
Apartments in Coco del Mar | DAL MARE,485000,223.77,3,3,2,485000
Apartments in Costa del Este | ACQUA II,825000,344.58,3,3,3,825000
Apartments in Obarrio | TERRAZAS DE OBARRIO,245000,197.15,3,2,2,245000
Apartments in Avenida Balboa | APARTAMENTO - AVENIDA BALBOA - VISTA AL MAR - EN VENTA,495000,336,4,4,2,495000
Apartments in Punta Pacífica | APARTAMENTO - PUNTA PACIFICA - PH AQUALINA - 374m2,645000,374,3,4,3,645000
Apartments in Llano Bonito | VENDO LLANO BONITO APARTAMENTO AMOBLADO LINEA BLANCA Y AIRES,95000,57,2,1,1,"95,000.00"
Apartments in Avenida Balboa | GRAN OPORTUNIDAD !!!,395000,151,3,3.5,2,395000
Apartments in Panama City | Condo with Ocean Views for Sale or Rent in Panama City,450000,216,4,3.5,1,450000
"Apartments in Avenida Balboa | PH YOO PANAMA FURNISHED APARTMENT FOR SALE, BALBOA AVENUE (2)",625000,167,2,2,2,625000
"PUNTA PAITILLA Apartamentos de 3 y 4 recamaras, 320, 419 y 565 m2",913000,320,3,4,3,913000
Apartments in Punta Paitilla | Se vende Ph Tamanaco Punta Paitilla,329000,286,5,4,2,"329,000.00"
Apartments in Punta Paitilla | Se vende apartamento en Punta Paitilla Ph La joya,225000,167,2,2.5,1,225000
"PUNTA PAITILLA 3 y 4 Recamaras 177, 197, 228, 307, 352m2 Entrega Ya",454149,177,3,4,2,454149
"Apartments in Clayton | ONLY CHANCE! ONLY $219,999 - AT CLAYTON PARK",219999,126,3,2,2,219999
Apartments in San Francisco | AMPLIO APARTAMENTO EN PAITILLA 337 M2,370000,337,3,5,1,370000
Apartments in San Francisco | AMPLIO APARTAMENTO POR ESTRENAR CERCA A MULTIPLAZA,212000,116,2,3,1,212000
Apartments in San Francisco | CENTRICO APARTAMENTO 3 RECAMARAS CERCA DE MULTIPLAZA,217000,116,3,2,1,217000
Apartments in La Cresta | PH ALCAZAR LA CRESTA CON PRECIOSA VISTA A LA CIUDAD,580000,482,4,4.5,4,580000
Apartments in Coco del Mar | SE VENDE AMPLIO Y COMODO APTO CON VISTA AL MAR,147500,100.45,2,2,1,"147,500.00"
Apartments in Coco del Mar | I AM SELLING A BEAUTIFUL APARTMENT IN COCO DEL MAR,295000,170,3,2,2,295000
Apartments in Bella Vista | Se vende PH Costanera apartamento a estrenar / OV,362000,130,3,2,2,362000
"Apartments in Avenida Balboa | ESPASIOSO APARTAMENTO 2 RECAMARAS, AVENIDA BALBOA",330000,122,2,2,1,330000
Apartments in Chanis | Apartamentos en Chanis - Venta - Apartamento con Jardín,120000,90,2,1,1,"120,000.00"
VENDO LINDO APTO EN LAS ACACIAS CON ENTREGA INMEDIATA,112994,78,2,2,NaN,112994
Apartments in Santa María | Tu mejor opción en Santa María - La Maison (FENDI),1200000,350,3,3.5,4,1200000
VENDO BONITO APTO PARA ENTREGA INMEDIATA,101850,60,1,1,NaN,101850
Apartments in Costa del Este | PH ELEVATION- COSTA DEL ESTE - 2 REC AMOBLADO,310000,140,2,2,2,310000
"Apartments in San Francisco | VENTA 2REC, BUENA UBICACION, CERCA DE FACILIDADES",170000,106,2,2,1,170000
"Apartments in Amelia Denis de Icaza | Apartment For Sale At Steps From Ave. Ricardo J. Alfaro At US$132,000",132000,91,3,2,1,132000
Apartments in Avenida Balboa | Se vende apartamento en PH Maresias - Punta Paitilla,625000,414.57,3,3.5,3,625000
