price,area,beds,baths,parkings
350000.0,147.0,3,2.5,1
315000.0,138.0,3,2.0,2
260000.0,153.0,3,3.5,2
120000.0,77.0,2,2.0,1
875000.0,337.0,4,3.5,3
180000.0,98.0,3,3.0,2
213465.0,86.0,2,2.0,1
135000.0,84.76,2,2.0,1
108000.0,80.0,3,2.0,1
270000.0,101.0,1,2.0,1
225000.0,150.0,3,2.0,1
185000.0,93.0,2,2.0,1
95000.0,64.0,2,1.0,1
148000.0,78.0,2,2.0,1
178800.0,86.0,2,2.0,1
125000.0,80.0,3,2.0,1
355000.0,138.0,3,2.0,2
220000.0,105.0,1,1.5,1
70000.0,62.0,2,2.0,1
385000.0,125.0,2,2.0,2
399000.0,151.0,3,3.5,2
115000.0,85.0,3,2.0,1
160000.0,100.0,2,2.0,1
525000.0,350.0,3,3.5,2
156000.0,78.0,2,2.0,1
138000.0,73.0,2,1.5,1
620000.0,189.0,3,3.5,2
340000.0,190.0,3,3.5,2
380000.0,180.0,3,3.5,2
340000.0,220.0,3,3.0,2
260000.0,150.0,3,2.5,2
219000.0,135.0,2,2.0,2
700000.0,335.0,3,3.5,3
375000.0,155.0,3,3.0,2
120000.0,65.0,2,2.0,1
300000.0,145.0,2,3.0,2
300000.0,194.0,2,3.0,2
190000.0,94.0,2,2.0,1
475000.0,292.0,3,5.0,2
611900.0,208.0,3,3.0,2
240000.0,148.0,4,3.0,3
200000.0,123.0,3,2.0,2
260000.0,183.0,3,2.5,2
113000.0,58.0,2,1.0,1
275000.0,170.0,1,1.5,2
272000.0,70.0,1,2.0,1
113000.0,55.0,2,1.0,1
106300.0,55.0,1,2.0,1
272000.0,70.0,1,2.0,1
113000.0,55.0,2,1.0,1
106300.0,55.0,1,2.0,1
360000.0,147.0,2,2.0,1
225000.0,99.4,1,1.0,1
1250000.0,433.0,3,3.0,3
269500.0,70.0,1,2.0,1
1360000.0,437.0,3,4.0,2
85000.0,57.0,2,1.0,1
115000.0,76.0,2,2.0,1
885000.0,306.0,3,5.0,3
110000.0,50.0,2,2.0,1
150000.0,71.0,2,2.0,1
436000.0,218.0,3,4.0,2
525000.0,383.82,3,3.5,4
175000.0,90.0,2,3.0,2
132000.0,89.0,2,2.0,1
165000.0,97.0,2,2.0,1
399999.0,240.59,3,3.0,2
127000.0,50.0,1,2.0,1
349999.0,175.0,3,4.0,2
579000.0,257.0,3,4.0,2
150000.0,77.0,2,2.0,1
150000.0,87.36,3,2.0,1
180000.0,100.0,2,2.0,1
190000.0,87.0,2,2.0,1
150000.0,87.0,3,2.0,2
150000.0,97.0,2,2.0,1
154105.0,83.3,2,2.0,1
335000.0,136.0,3,3.0,2
145000.0,80.0,1,1.5,1
154560.0,112.0,3,2.0,2
155000.0,70.0,2,2.0,1
190000.0,87.0,2,2.0,1
190000.0,124.0,3,3.0,2
198000.0,110.0,3,2.0,2
198000.0,94.0,2,2.0,1
199000.0,85.0,2,2.0,2
200000.0,120.0,2,3.0,2
375000.0,155.0,3,3.5,2
200000.0,113.0,2,2.0,1
375000.0,202.0,3,3.5,2
205000.0,89.0,2,2.0,1
375000.0,155.0,3,3.0,2
475000.0,292.0,3,5.0,2
475000.0,292.27,3,4.5,2
154560.0,112.0,3,2.0,2
310000.0,103.0,1,1.5,1
207375.0,82.0,2,2.0,1
305000.0,170.0,3,2.0,2
185000.0,98.0,3,2.0,2
128000.0,95.0,3,2.0,2
395000.0,188.0,3,3.5,2
100000.0,65.0,2,1.0,1
269000.0,200.0,2,2.0,1
330000.0,136.0,3,2.5,3
300000.0,160.0,3,2.5,2
426755.0,171.0,2,2.5,2
870500.0,322.4,3,3.5,2
760000.0,280.0,3,2.5,2
830000.0,314.0,3,3.5,3
125000.0,75.0,2,2.5,2
877000.0,331.0,4,4.5,4
260000.0,141.06,3,4.0,2
165000.0,97.0,3,3.0,1
142000.0,71.0,2,2.0,1
250000.0,125.0,1,2.0,1
169000.0,129.0,2,2.0,2
135000.0,105.0,3,3.0,1
139100.0,85.0,3,2.0,1
499000.0,208.0,3,2.5,2
990000.0,556.0,6,7.0,3
775000.0,310.0,3,3.5,3
620000.0,235.0,3,3.5,3
560000.0,343.0,3,3.5,2
475000.0,292.0,3,4.5,2
900000.0,300.0,3,3.5,3
375000.0,155.0,3,3.5,2
215000.0,135.0,3,2.0,2
145000.0,80.0,1,1.5,1
175000.0,105.0,3,2.0,1
270000.0,180.0,3,2.0,2
500000.0,220.0,2,2.0,1
231000.0,138.3,1,2.0,1
295000.0,114.0,2,2.0,1
1900000.0,630.0,4,4.5,4
195000.0,115.0,2,2.0,1
550000.0,341.59,3,3.5,3
787500.0,306.0,3,4.0,3
247500.0,110.0,3,2.0,2
750000.0,292.74,4,3.5,3
140000.0,88.0,1,1.5,1
160530.46,68.0,2,2.0,1
495000.0,153.0,2,2.5,1
115000.0,74.0,2,2.0,1
110000.0,90.0,3,2.0,2
290000.0,125.0,1,2.0,1
179000.0,98.0,2,2.0,1
490000.0,230.0,3,3.5,4
165000.0,80.0,2,2.0,1
490000.0,153.0,2,2.5,1
350000.0,145.0,3,3.5,2
135000.0,89.04,2,2.0,2
185000.0,98.0,2,2.5,2
2000000.0,707.0,4,4.5,5
499000.0,153.0,2,2.5,1
990000.0,320.0,3,3.5,2
715000.0,266.0,3,3.5,2
80000.0,53.25,3,2.0,1
673750.0,225.0,3,3.5,3
120000.0,84.0,2,2.0,1
920000.0,362.0,3,3.5,2
140000.0,48.0,1,1.0,1
640000.0,235.0,3,3.5,3
400000.0,205.0,3,3.5,2
896000.0,320.0,3,3.5,2
883000.0,306.0,3,3.5,2
220000.0,198.0,2,1.0,1
270000.0,183.85,3,4.0,2
75000.0,56.35,2,1.0,1
350000.0,253.45,3,3.0,2
294000.0,243.0,5,5.0,2
90000.0,61.0,2,2.0,1
185000.0,125.0,3,3.0,1
65000.0,56.0,2,1.0,1
560500.0,190.0,3,5.0,3
210000.0,101.0,1,1.5,1
190000.0,104.24,3,2.0,2
130000.0,89.0,2,2.0,1
175000.0,95.0,3,2.0,1
220000.0,125.0,2,2.0,2
887000.0,331.0,4,4.5,2
275000.0,138.0,2,2.5,2
780000.0,306.0,3,4.0,3
150000.0,117.0,3,3.0,1
1300000.0,456.0,4,4.5,3
180000.0,97.0,2,3.0,1
1200000.0,411.0,3,3.5,3
235000.0,120.0,2,2.0,1
1000000.0,455.0,4,5.0,4
699000.0,375.0,3,3.5,3
210000.0,88.0,2,2.0,1
198000.0,94.0,2,2.0,1
190000.0,84.0,1,2.0,1
105000.0,58.0,2,1.0,1
650000.0,291.0,3,3.5,2
362000.0,132.0,3,2.0,2
82500.0,67.0,2,1.0,2
187500.0,122.0,2,3.0,2
170200.0,125.0,3,2.0,2
195000.0,123.0,3,2.0,2
125000.0,84.0,3,2.0,1
125000.0,130.0,2,2.0,1
775000.0,428.0,4,4.5,4
99900.0,75.0,2,1.0,1
185000.0,125.0,3,3.0,1
850000.0,660.0,4,4.5,4
150000.0,70.0,2,2.5,1
245000.0,185.0,3,3.5,2
850000.0,385.0,4,4.5,3
185000.0,95.0,1,1.5,2
325000.0,136.0,3,3.5,2
850000.0,280.0,3,3.5,3
125000.0,95.0,3,2.0,2
525000.0,215.0,3,3.5,2
847000.0,339.0,3,3.5,3
787500.0,306.0,3,3.5,3
1200000.0,525.0,3,3.5,3
750000.0,337.0,3,3.5,3
720000.0,450.0,4,4.5,3
565000.0,203.0,3,3.5,2
380000.0,176.0,3,2.0,2
312000.0,172.0,3,4.5,2
100000.0,80.0,2,1.0,2
205000.0,135.0,3,3.5,2
132000.0,90.0,3,2.0,1
530000.0,200.0,3,3.0,2
75000.0,55.0,2,1.0,1
85000.0,72.0,2,1.0,1
119000.0,72.0,1,1.0,1
299995.0,187.0,3,3.5,2
145000.0,71.0,2,2.0,1
310000.0,335.0,4,4.0,2
330000.0,130.0,2,2.5,2
125000.0,79.0,3,2.0,2
110000.0,50.0,2,2.0,1
895000.0,411.0,3,3.5,3
320000.0,199.0,3,3.5,2
475000.0,292.0,3,4.5,2
560000.0,335.0,3,3.5,2
620000.0,235.0,3,3.5,3
190000.0,98.0,3,2.0,2
135000.0,51.0,1,2.0,1
515000.0,215.0,3,3.5,2
875000.0,322.0,3,3.5,2
165000.0,105.0,3,2.0,1
390000.0,140.0,1,1.5,1
295000.0,113.0,2,2.0,1
305000.0,140.0,2,2.0,2
289000.0,167.0,1,1.5,1
990000.0,556.0,6,7.0,3
730000.0,323.0,3,3.5,3
580000.0,482.0,3,3.5,4
135000.0,96.0,2,3.0,1
530000.0,308.0,3,3.5,2
430000.0,390.0,3,3.0,3
175000.0,95.0,2,2.5,2
190000.0,97.0,2,2.0,2
435000.0,221.0,4,3.5,2
185000.0,104.0,2,2.0,1
820000.0,419.0,3,5.0,3
110000.0,50.0,2,2.0,1
385000.0,159.0,2,3.0,2
930000.0,414.0,3,4.0,3
370000.0,184.0,3,4.0,2
440000.0,333.0,3,3.5,4
230000.0,100.0,1,1.5,1
135000.0,81.0,2,2.0,2
143550.0,70.33,1,1.5,1
123000.0,73.0,2,2.0,1
154200.0,96.0,3,2.5,2
190000.0,87.0,2,2.0,1
189000.0,130.0,3,2.0,2
260000.0,136.0,2,2.0,2
710000.0,350.0,3,3.0,3
179000.0,98.0,2,2.0,1
345000.0,148.0,2,2.0,2
250000.0,128.3,3,3.0,2
145000.0,50.0,1,2.0,1
155000.0,94.0,2,2.0,1
260000.0,139.0,3,2.0,2
360000.0,150.0,2,2.0,1
350000.0,170.0,3,2.0,2
295000.0,150.0,2,2.0,1
285000.0,102.0,2,2.0,1
350000.0,200.0,3,3.5,2
110000.0,50.0,2,2.0,1
775000.0,350.0,3,3.5,2
370000.0,184.0,3,3.5,2
650000.0,365.0,4,4.5,2
635000.0,300.0,3,3.5,2
167000.0,100.0,3,2.0,1
425000.0,186.0,3,3.5,2
73500.0,55.0,2,1.0,1
850000.0,600.0,4,4.0,4
189000.0,97.0,2,3.0,1
399000.0,210.0,3,3.0,2
321000.0,197.0,3,3.0,3
384900.0,213.0,3,2.0,2
239000.0,83.0,2,2.0,1
180000.0,95.0,1,1.5,1
83000.0,75.0,3,2.0,1
920000.0,445.0,4,5.0,3
178710.0,69.0,2,2.0,1
175900.0,86.0,2,2.0,2
165000.0,102.0,2,2.0,2
165000.0,93.0,2,2.0,1
820000.0,419.0,3,5.0,3
312000.0,172.0,3,3.0,2
190000.0,124.0,3,3.0,1
440000.0,224.0,3,3.5,2
345000.0,300.0,3,3.0,2
190000.0,125.0,3,3.0,2
198000.0,110.0,3,2.0,2
280000.0,150.0,2,3.0,1
198000.0,94.0,2,2.0,1
200000.0,120.0,2,3.0,2
89900.0,62.0,2,1.0,1
200000.0,113.0,2,2.0,1
325000.0,136.0,3,3.5,2
320000.0,95.0,2,2.0,1
312000.0,172.0,3,4.5,2
110000.0,59.0,2,1.0,2
440250.0,133.05,2,2.0,1
530000.0,308.0,3,3.0,2
185000.0,130.0,3,2.0,2
985000.0,314.0,3,3.5,4
560000.0,308.0,3,3.5,2
320000.0,119.0,2,2.0,2
215000.0,160.0,3,2.0,1
138000.0,74.0,1,1.0,1
130000.0,84.8,3,2.0,1
155000.0,78.0,3,2.0,1
135000.0,54.0,1,2.0,1
135000.0,54.0,1,2.0,1
175000.0,94.0,3,2.0,1
250000.0,165.0,3,4.0,2
295000.0,294.0,3,3.5,2
282000.0,94.0,1,1.0,1
590000.0,196.0,3,2.5,2
475000.0,292.0,3,3.5,2
915000.0,337.0,3,3.5,4
300000.0,133.0,1,1.5,1
320000.0,150.0,2,2.0,2
285000.0,150.0,3,3.0,2
724000.0,315.0,3,3.5,3
340000.0,138.0,2,2.0,1
220000.0,98.0,2,2.0,1
215000.0,81.82,3,2.0,2
195000.0,83.5,2,2.0,1
185000.0,125.0,3,2.0,1
175000.0,95.0,2,2.5,2
170000.0,83.0,2,2.0,2
105000.0,51.0,1,2.0,1
91000.0,75.0,2,2.0,1
370000.0,184.0,3,4.0,2
285000.0,123.0,2,2.0,1
240000.0,118.0,2,2.0,1
190000.0,124.0,3,2.5,1
149950.0,89.04,3,2.0,1
1250000.0,358.0,3,3.0,3
168000.0,147.0,3,2.0,1
450000.0,240.0,3,2.5,2
200000.0,118.0,2,2.0,2
250000.0,184.0,3,3.5,2
130000.0,87.0,2,2.0,1
350000.0,123.0,1,2.0,2
180000.0,100.0,2,2.5,1
400000.0,202.0,3,3.5,2
260000.0,130.0,2,2.5,2
385000.0,125.0,2,2.0,1
230000.0,105.0,2,2.0,1
190000.0,110.0,2,2.0,1
485000.0,225.0,3,3.5,2
375000.0,153.0,3,3.5,2
380000.0,180.0,3,3.5,2
269000.0,236.0,4,2.0,2
375000.0,202.0,3,4.5,2
330000.0,121.0,2,2.0,1
515000.0,226.0,3,3.5,2
85000.0,57.0,2,1.0,1
149000.0,179.0,2,2.5,2
620000.0,202.0,3,3.0,3
410000.0,95.0,2,2.0,1
630000.0,202.0,3,3.0,3
495000.0,202.0,3,3.0,2
1062000.0,590.0,5,5.5,6
531000.0,295.0,3,3.5,3
405000.0,210.0,3,3.0,3
370000.0,185.0,3,4.0,2
320000.0,113.0,2,3.0,2
2082850.0,416.57,4,4.5,4
487800.0,270.0,2,2.5,2
1400000.0,537.0,4,4.5,6
140000.0,80.0,1,1.5,1
355000.0,218.0,2,3.5,1
289000.0,116.0,1,1.5,1
320000.0,180.0,3,3.5,2
290000.0,159.0,3,2.5,2
200000.0,118.0,3,2.0,2
80000.0,65.0,3,1.0,1
165000.0,96.0,1,1.5,1
185000.0,92.0,3,2.0,1
209000.0,55.0,2,2.0,1
209000.0,81.0,2,2.0,1
444819.0,143.0,2,2.0,1
175000.0,100.0,3,2.0,2
300000.0,156.0,3,2.5,2
240000.0,148.0,3,2.5,2
1899700.0,602.0,4,4.0,2
290000.0,180.0,3,2.5,2
590000.0,189.0,3,3.5,2
194500.0,85.0,3,2.0,2
399000.0,169.0,3,3.0,2
721000.0,298.0,4,4.0,2
273500.0,118.0,3,2.5,2
193000.0,112.0,2,2.5,1
330000.0,150.0,2,2.5,1
363370.0,103.0,2,2.5,2
225000.0,96.0,3,2.0,1
265000.0,104.0,3,2.0,2
220000.0,110.0,3,2.0,2
189000.0,75.0,3,2.0,2
125000.0,75.0,2,2.0,2
157000.0,62.0,2,2.0,1
700000.0,375.0,2,2.5,3
290000.0,117.0,2,2.0,1
390000.0,240.0,3,3.5,2
269500.0,108.0,3,3.0,2
258000.0,120.0,2,2.0,2
650000.0,300.0,3,3.5,2
126850.0,43.0,1,2.0,1
250000.0,137.0,3,2.0,1
160000.0,110.0,2,1.0,1
220000.0,185.0,3,2.0,2
1200000.0,441.0,4,4.5,3
396000.0,176.0,3,3.0,2
520000.0,155.0,3,2.5,2
212000.0,114.0,2,2.0,1
756000.0,250.0,3,3.5,2
142000.0,67.74,1,2.0,1
220000.0,113.72,1,1.5,1
650000.0,330.0,4,3.5,3
245000.0,150.0,3,2.0,2
218000.0,108.0,2,2.0,1
175000.0,95.0,2,2.5,1
105000.0,50.0,2,2.0,1
254000.0,84.0,2,2.5,2
525000.0,155.0,2,2.5,1
320000.0,210.0,3,2.0,2
267000.0,143.0,3,3.0,2
668400.0,238.0,3,3.5,3
1292687.0,344.0,3,4.0,2
610400.0,218.0,3,3.5,2
260000.0,160.0,3,3.0,2
399000.0,155.0,2,2.0,1
1041136.0,395.0,4,5.0,3
157000.0,100.0,3,2.0,1
230000.0,118.0,2,2.0,1
219000.0,134.0,3,2.0,2
475000.0,224.0,3,4.0,2
850000.0,419.0,3,5.5,3
115000.0,93.0,2,2.0,1
457000.0,160.0,3,3.0,2
98000.0,88.67,2,1.0,1
639000.0,308.0,3,3.5,2
118000.0,75.0,2,2.0,2
170000.0,99.98,3,2.0,1
819000.0,283.0,3,3.5,3
118000.0,93.0,3,1.0,1
86000.0,80.0,2,2.0,1
720000.0,375.0,4,4.5,3
479000.0,159.0,2,2.5,2
179000.0,125.0,3,2.0,2
410000.0,189.0,3,3.5,2
370000.0,145.0,3,3.5,2
199000.0,103.0,1,2.0,1
913400.0,320.0,3,4.0,2
285000.0,225.0,4,3.5,2
499000.0,205.0,3,3.5,2
749000.0,274.0,3,3.5,3
1200000.0,482.0,4,3.5,4
417234.0,160.0,3,4.0,2
265000.0,70.0,1,1.0,2
910000.0,410.0,3,3.5,2
345000.0,150.0,3,3.0,2
135000.0,80.0,2,2.0,1
298000.0,175.0,3,3.0,2
160000.0,70.0,1,1.0,7
140000.0,94.55,2,2.0,1
680000.0,308.0,3,2.5,2
590000.0,196.0,3,2.5,2
2500000.0,654.0,6,5.5,3
125000.0,83.0,2,2.0,2
265000.0,115.0,1,1.5,2
415000.0,105.0,2,2.0,1
811400.0,284.0,3,3.5,2
124430.0,45.24,1,1.0,1
310000.0,192.0,3,2.0,2
850000.0,368.0,3,4.0,2
489000.0,215.0,3,4.0,2
137560.0,57.0,1,2.0,1
682000.0,275.0,3,3.5,3
280000.0,121.0,2,2.0,2
135000.0,80.0,3,2.0,1
780000.0,283.0,3,3.5,3
280000.0,154.0,2,2.5,2
725000.0,306.0,3,3.5,2
176800.0,100.0,3,2.0,1
430000.0,390.0,3,3.0,3
219000.0,134.0,3,2.0,2
212850.0,99.0,3,2.0,2
180000.0,126.0,2,2.0,1
819000.0,300.0,3,3.5,3
340000.0,163.0,2,2.0,1
220000.0,98.0,2,2.0,1
240000.0,97.0,2,2.0,1
285000.0,172.0,3,2.5,2
130000.0,80.0,2,2.0,1
165000.0,88.0,2,2.0,2
220000.0,98.0,2,2.0,2
240000.0,123.0,2,2.0,2
1200000.0,358.0,4,5.0,3
220000.0,113.25,2,2.0,1
487800.0,270.0,2,3.0,2
485000.0,191.0,2,3.0,2
460000.0,191.0,2,3.0,2
424000.0,300.0,3,3.5,2
340000.0,188.0,3,4.0,2
275000.0,174.0,1,2.0,2
145000.0,101.0,2,2.0,1
310000.0,187.2,3,2.5,2
100000.0,51.0,2,1.0,1
610000.0,315.0,3,3.5,3
230000.0,200.0,3,2.0,2
750000.0,259.0,4,4.5,2
299000.0,160.0,3,3.5,2
298000.0,268.0,3,2.5,1
110000.0,50.0,2,2.0,1
325000.0,140.0,2,2.0,2
380000.0,176.0,3,2.0,2
390000.0,202.0,3,3.0,2
325000.0,143.0,3,3.0,2
365000.0,98.0,2,3.0,1
230000.0,144.0,3,3.0,2
470000.0,227.8,3,4.0,3
275000.0,147.0,3,3.0,2
125000.0,74.27,2,2.0,2
2000000.0,680.0,4,5.0,5
96000.0,61.62,2,2.0,1
165000.0,78.0,3,2.0,1
205500.0,115.0,1,1.0,1
787500.0,306.0,3,4.0,3
1300000.0,345.0,3,3.5,2
690000.0,275.0,3,3.0,2
445000.0,192.0,3,4.0,2
270000.0,175.0,3,3.5,2
275000.0,174.0,1,1.5,2
290000.0,124.5,2,3.0,1
410000.0,350.0,3,4.0,3
766400.0,273.0,3,3.5,2
315000.0,171.0,1,1.5,1
776800.0,276.0,3,3.5,2
170000.0,80.0,2,2.0,1
190000.0,97.0,2,2.0,2
246000.0,105.0,3,2.5,1
415000.0,105.0,2,2.0,1
247000.0,112.0,3,2.0,2
679000.0,336.0,3,3.5,5
1800000.0,430.0,4,4.5,3
188000.0,106.0,2,2.0,1
305000.0,161.0,2,2.0,1
375000.0,202.0,3,3.5,2
123000.0,73.0,2,2.0,1
152500.0,96.0,3,2.0,2
280000.0,160.0,2,2.0,2
290000.0,161.0,2,2.0,1
180000.0,105.0,3,3.0,1
215000.0,133.68,3,3.0,2
100000.0,64.0,2,1.0,1
92000.0,57.0,2,1.0,1
275000.0,174.1,1,1.5,2
153000.0,70.0,2,2.0,1
340000.0,188.0,3,3.0,2
525000.0,266.0,3,3.5,2
329000.0,179.0,3,3.0,2
115000.0,76.38,3,2.0,1
298000.0,171.0,2,2.5,2
400000.0,98.0,1,1.5,1
310000.0,160.0,3,3.5,2
680000.0,330.0,3,3.5,4
80000.0,60.0,2,1.0,2
681500.0,235.0,3,3.5,3
625000.0,337.0,3,3.5,3
656000.0,226.0,3,3.5,2
185000.0,96.0,2,2.0,1
233259.0,79.34,2,2.0,1
450000.0,390.0,4,3.5,3
295000.0,177.0,2,2.0,1
91000.0,75.0,2,2.0,1
1200000.0,500.0,4,4.5,3
1436574.0,407.0,3,3.5,2
330000.0,215.0,3,2.5,2
175000.0,108.0,3,2.0,1
1521776.0,300.0,2,2.5,2
1138335.0,177.0,3,3.5,2
115000.0,65.0,2,1.0,1
625914.0,141.0,2,3.5,2
126000.0,50.0,1,2.0,1
225000.0,120.0,3,2.5,2
185000.0,110.0,3,2.0,2
850000.0,498.0,4,4.0,5
1650000.0,430.0,3,4.0,4
395000.0,202.0,3,3.5,2
475000.0,224.0,3,3.5,2
1239000.0,330.0,3,3.5,3
113400.0,45.0,1,2.0,1
1160000.0,550.0,4,4.5,3
285000.0,150.0,3,3.0,2
1036000.0,370.0,4,4.5,4
525000.0,487.0,3,3.5,4
130000.0,71.0,2,2.0,2
150000.0,99.0,3,3.0,1
340000.0,111.0,1,1.5,1
445000.0,250.0,3,4.0,1
1200000.0,391.0,3,3.5,3
145000.0,82.0,1,1.5,1
325000.0,158.0,2,3.0,2
173000.0,90.0,2,2.0,1
350000.0,200.0,3,4.0,2
250000.0,131.0,3,2.0,2
405000.0,145.0,3,3.5,2
375000.0,144.0,3,2.0,2
610000.0,315.0,3,4.0,3
200000.0,96.87,2,2.0,1
426000.0,129.0,1,1.0,2
227000.0,120.0,2,2.0,1
105000.0,51.0,1,2.0,1
240000.0,135.0,3,3.0,2
249000.0,185.0,3,3.5,2
155000.0,85.0,2,2.0,1
110000.0,50.0,1,2.0,1
225000.0,110.0,2,2.0,2
214000.0,130.0,3,3.0,1
500000.0,332.0,4,4.0,4
360000.0,189.0,3,3.5,2
229302.0,92.0,2,2.0,2
280000.0,110.0,2,2.0,2
250000.0,121.0,3,2.0,2
1000000.0,622.0,4,5.0,5
550000.0,200.0,3,3.0,2
230000.0,146.0,3,2.5,2
126000.0,50.0,1,2.0,1
77000.0,70.0,2,1.0,1
117000.0,78.0,2,2.0,1
260000.0,138.0,2,3.0,2
350000.0,212.0,3,3.5,3
270000.0,183.85,3,3.5,2
209000.0,81.0,2,2.0,1
298000.0,171.0,2,2.5,2
125000.0,50.0,1,2.0,1
300000.0,138.0,3,2.0,2
1450000.0,500.0,3,3.5,3
369000.0,176.0,2,3.0,2
340000.0,188.0,3,3.5,2
363000.0,110.0,3,2.0,2
389000.0,220.0,3,3.5,3
288000.0,118.0,3,2.0,2
148000.0,70.0,2,2.0,1
137000.0,98.0,3,3.0,1
180000.0,89.0,1,1.5,1
775000.0,581.0,3,3.0,3
83000.0,52.0,2,1.0,1
245000.0,114.0,3,2.0,2
149000.0,104.0,2,2.0,1
136000.0,79.0,2,2.0,1
120000.0,78.0,2,2.0,1
425000.0,172.0,3,2.0,1
1800000.0,707.0,4,3.0,6
195000.0,130.0,2,2.0,1
172050.0,93.0,2,2.0,2
255000.0,110.0,1,1.0,1
795000.0,581.0,3,3.0,3
640000.0,293.0,4,4.5,2
230000.0,120.0,3,2.0,2
625000.0,305.0,2,2.5,2
459000.0,171.0,2,2.0,2
622450.0,211.0,3,3.5,2
595000.0,400.0,3,3.5,3
550000.0,242.0,3,3.5,2
365000.0,150.0,1,2.0,1
164000.0,75.0,2,2.0,1
350000.0,152.0,4,3.5,2
162000.0,90.0,2,2.0,1
405000.0,167.0,3,2.0,2
160000.0,100.0,3,2.0,1
159000.0,78.0,2,2.0,2
155000.0,82.0,1,2.0,1
350000.0,185.0,3,3.5,2
390000.0,95.0,2,2.0,1
399000.0,151.0,3,2.5,2
275000.0,174.0,1,2.0,2
283000.0,98.0,1,1.5,1
375000.0,153.0,3,3.0,2
340000.0,150.0,2,2.0,1
200000.0,150.0,2,2.0,1
315000.0,236.0,4,2.5,2
172000.0,101.0,3,3.0,2
298000.0,268.0,3,2.5,1
220000.0,167.0,4,3.0,2
420000.0,320.0,3,3.5,2
525000.0,400.0,3,3.5,3
425000.0,299.0,3,3.0,2
170000.0,78.0,2,2.0,1
166000.0,88.0,2,2.0,2
349000.0,286.0,4,3.0,2
113340.0,54.0,1,2.0,1
130000.0,69.0,2,2.0,1
240000.0,98.0,2,2.0,2
125000.0,75.0,2,2.0,1
180000.0,125.0,3,2.0,1
260000.0,150.0,4,4.0,2
179000.0,86.0,2,2.0,1
675000.0,300.0,3,4.0,4
151500.0,101.03,3,2.0,2
170000.0,86.0,2,2.0,1
495000.0,153.0,2,3.0,1
400000.0,160.0,3,2.0,3
235000.0,110.0,2,2.0,1
1073000.0,370.0,4,4.5,4
1988000.0,710.0,5,6.0,5
1091000.0,370.0,4,4.5,4
1091000.0,370.0,4,4.5,4
1036000.0,370.0,4,4.5,4
1300000.0,640.32,3,3.5,3
235800.0,186.0,3,3.0,1
245000.0,202.0,4,3.0,1
1290000.0,612.0,4,4.5,4
390000.0,178.0,3,2.0,1
227302.0,92.0,2,2.0,1
155000.0,97.0,2,3.0,1
415000.0,186.0,3,3.5,2
440000.0,333.0,3,3.5,4
135000.0,72.0,1,1.0,1
165000.0,96.0,1,1.5,1
450000.0,150.0,3,3.5,2
250000.0,150.0,3,3.0,2
340000.0,311.0,3,3.5,3
145000.0,81.0,2,2.0,1
500000.0,308.0,3,3.0,2
2652000.0,900.0,4,8.0,4
2350000.0,783.0,5,6.0,3
95000.0,90.0,3,2.0,1
415000.0,186.0,3,3.5,2
155000.0,70.0,1,1.0,1
1860000.0,614.0,4,4.5,3
1053000.0,390.0,3,3.5,2
215000.0,110.0,2,2.0,1
850000.0,315.0,3,3.5,3
155000.0,97.0,2,3.0,1
550000.0,400.0,3,3.5,3
155000.0,71.0,2,2.0,1
340000.0,188.0,3,4.0,2
569000.0,337.0,3,3.5,2
175000.0,100.0,2,2.0,1
240000.0,180.0,3,3.5,2
700000.0,325.0,4,3.5,3
200000.0,160.0,3,2.5,2
92000.0,66.0,2,1.0,1
215000.0,167.0,2,2.0,1
160000.0,106.0,2,2.0,1
310000.0,335.0,4,4.0,2
1300000.0,70.0,2,2.0,1
150000.0,79.0,3,2.0,1
285000.0,142.0,3,3.0,2
220000.0,126.0,3,2.0,2
255000.0,48.87,1,1.0,1
640000.0,294.0,3,3.5,2
150000.0,85.0,2,2.0,1
425000.0,219.0,3,3.5,2
650000.0,235.0,3,4.0,3
425000.0,299.0,3,2.0,2
560000.0,233.0,3,3.5,2
550000.0,471.0,4,4.5,3
1500000.0,600.0,4,4.5,3
425000.0,240.0,2,2.5,2
774000.0,428.0,4,4.5,4
260000.0,126.0,3,2.0,1
180000.0,71.0,2,2.0,1
205000.0,122.36,3,2.0,2
130000.0,94.02,3,2.0,2
950000.0,300.0,4,4.5,3
875000.0,306.0,3,3.5,3
275000.0,174.0,1,2.0,2
240000.0,138.0,3,3.5,2
335000.0,136.0,3,3.0,2
85000.0,67.0,3,2.0,1
370000.0,184.0,3,4.0,2
230000.0,150.0,4,3.0,1
225000.0,99.0,2,2.0,1
325000.0,152.0,1,2.0,1
295000.0,159.0,3,2.0,2
610000.0,244.0,3,3.5,2
245000.0,128.83,3,2.0,2
240000.0,165.0,3,3.0,2
200000.0,93.0,1,2.0,1
305000.0,148.0,2,2.0,2
1200000.0,436.0,4,4.5,2
305000.0,148.0,2,2.0,2
620000.0,297.32,3,3.5,2
220000.0,115.0,1,1.5,1
410000.0,191.0,2,2.5,2
250000.0,150.0,3,3.0,2
285000.0,94.0,1,1.0,1
200000.0,120.0,3,2.0,2
580000.0,280.0,3,3.0,2
180000.0,116.0,3,2.0,1
135000.0,87.0,1,1.0,1
520000.0,224.0,3,3.5,2
470000.0,230.0,3,3.5,4
495000.0,276.0,3,3.5,2
