,add_title,add_price,add_area,add_time,add_room,add_loc,add_prom
2637,VENTA DE APTO EN COSTA DEL ESTE PARA VIVIR O INVERSION,142000.00,291 m2,9 days ago,3,Costa del Este,NaN
2638,VENDO APARTAMENTO PH ALTA TERRA TORRE 200 NUEVO,357500.00,85.33 m2,9 days ago,2,José Domingo Espinar,NaN
2639,PENTHOUSE EN PH MIRO,112500.00,222.36 m2,9 days ago,2,El Cangrejo,NaN
2640,APARTMENT FOR SALE IN PARQUE LEFEVRE- PH CENTENNIAL,811400.00,62.69 m2,9 days ago,2,Parque Lefevre,NaN
2641,Venta de Apartamento en PH Regalia - Costa del Este,240000.00,284 m2,9 days ago,3,Costa del Este,NaN
2642,PH GRAND BAY| BALBOA AVENUE | FOR SALE | 2REC| 2 BATH | 1 PAR,520000.00,98 m2,9 days ago,2,Avenida Balboa,NaN
2643,EMERALD COAST | LUXURY HOUSE FOR SALE | 305MTS2 | 4R | 4B | CBE| 3P,365000.00,305 m2,9 days ago,4,Costa Sur,NaN
2644,PH COSTA DEL MAR | MARBELLA | FOR SALE | DEPOT | 3REC| 3 BATH | 2 PAR,550000.00,245 m2,9 days ago,3,Marbella,NaN
2645,PH JW MARRIOTT| PACIFIC POINT | FOR SALE | 3REC | 3BATH| 1 PAIR,160000.00,183 m2,9 days ago,3,Punta Pacífica,NaN
2646,TOWERS OF VERSAILLES |DON BOSCO |SEMIFURNISHED APARTMENT1 WHITE LINE,299000.00,89 m2,9 days ago,3,Urbanización Don Bosco,NaN
2647,PH PERLA DEL PACIFICO | SE VENDE | 3 REC | 2 BAÑOS | CBE | NEGOCIABLE,135000.00,168 m2,9 days ago,3,Punta Paitilla,NaN
2648,PH GREEN PARK | CONDADO DEL REY | FOR SALE | REC | 2 BATHS | 1P,638000.00,90 m2,9 days ago,3,Condado del Rey,NaN
2649,EMBASSY CLUB | CLAYTON | FOR SALE | 4 REC | 4 BATH | 3 PAR | CBE,95000.00,298 m2,9 days ago,4,Clayton,NaN
2650,Apartamento en Venta en Juan Diaz 22TL11470,155000.00,62 m2,9 days ago,2,Urbanización Don Bosco,NaN
2651,PH CORAL TOWERS | 12 DE OCTUBRE | FOR RENT | 2 REC | 2 BATHS,2900.00,71 m2,9 days ago,2,12 de Octubre,NaN
2652,"COSTA DEL ESTE, PH PARK LANE, ALQUILER, 278 m2",250000.00,278 m2,9 days ago,3,Costa del Este,NaN
2653,"VENTA, BAHIA DEL GOLF, VISTA AL MAR, OFERTA",255000.00,178 m2,9 days ago,3,Coco del Mar,NaN
2654,"PH VISTA DEL MAR - AVENIDA BALBOA $255,000.00",850000.00,100 m2,10 days ago,1,Avenida Balboa,NaN
2655,Opportunity! Apartment for sale in Punta Pacifica. Dp 22-7379,335000.00,408 m2,10 days ago,4,Punta Pacífica,NaN
2656,AMPLIO Y EN EXCELENTE ESTADO PH ELEVATION,650.00,188 m2,10 days ago,3,Costa del Este,NaN
2657,Apto en la Fernández de córdoba,600.00,75 m2,10 days ago,2,12 de Octubre,NaN
2658,Alquilo Apartamento en Ph Calas de Mallorca. MG,265000.00,68 m2,10 days ago,2,Vía Transístmica,NaN
2659,"PH VISTA DEL MAR - AVENIDA BALBOA $265,000.00",240000.00,114 m2,10 days ago,2,Avenida Balboa,NaN
2660,“Oportunidad”VENDO APARTAMENTO EN PAITILLA (IH),879600.00,237 m2,10 days ago,4,Panama City,NaN
2661,Venta apartamentos nuevos Punta Paitilla 22-6253 AMG,100000.00,320 m2,10 days ago,3,Punta Paitilla,NaN
2662,GANGA! VILLA CACERES 2REC SOLO 100MIL,640000.00,76 m2,10 days ago,2,Villa Cáceres,NaN
2663,"PH AQUALINA - PUNTA PACIFICA - $640,000.00",660000.00,294 m2,10 days ago,3,Punta Pacífica,NaN
2664,Apartment for Sale in Punta Paitilla CL-214887,285000.00,370 m2,10 days ago,4,Punta Paitilla,NaN
2665,Venta de apartamento con vistas al mar y skyline de Panama en el PH Destiny (Ave. Balboa).,310000.00,140 m2,10 days ago,2,Avenida Balboa,NaN
2666,LF23480 Venta apto en PH Citrus (solo cliente directo),426755.00,160 m2,10 days ago,3,San Francisco,NaN
2667,Apartment for Sale in Punta Pacifica CL-229605,350000.00,171 m2,10 days ago,2,Punta Pacífica,NaN
2668,Apartamento con terraza en venta el cangrejo Park City #22-34 lcv,160000.00,256 m2,10 days ago,3,El Cangrejo,NaN
2669,Apartment for Sale in El Cangrejo. PH Porto Bello. ER,235000.00,92 m2,10 days ago,2,Vía Argentina,NaN
2670,LF23491 Venta apto en PH Vistanova (solo cliente directo),370000.00,160 m2,10 days ago,2,El Cangrejo,NaN
2671,Apartment for Sale in Bella Vista CL-227458Apartment,95000.00,107 m2,10 days ago,2,Bella Vista,NaN
2672,3REC / 82mt2 / OJO DE AGUA #1384 avd,55000.00,82 m2,10 days ago,3,Los Andes,NaN
2673,3REC / CAMPO LIMBERG #1538 avd,352800.00,74.5 m2,10 days ago,3,Campo Limberg,NaN
2674,Apartment for Sale in San Francisco CL-205943,225000.00,124 m2,10 days ago,2,San Francisco,NaN
2675,2REC +CBE / 167mt2 / PAITILLA #1787 avd,320000.00,167 m2,10 days ago,2,Punta Paitilla,NaN
2676,CROSS REALTY vende en PH Castellammare (Costa del Este),165000.00,136 m2,10 days ago,2,Costa del Este,NaN
2677,ph kubic!! el cangrejo!!,340000.00,99 m2,10 days ago,2,El Cangrejo,NaN
2678,Apartment for Sale in Costa del Este CL-2328,390000.00,220 m2,10 days ago,3,Costa del Este,NaN
2679,"Apartment for sale in Avenida Balboa, Yacht Club. SD",630000.00,178 m2,10 days ago,3,Avenida Balboa,NaN
2680,"VENDO APARTAMENTO EN COSTA DEL ESTE, ALTAMAR 299m2 3REC $630,000",130000.00,300 m2,10 days ago,3,Costa del Este,NaN
2681,Se Vende Apartamento 2 Rec. en Vía Argentina,330000.00,63.5 m2,10 days ago,2,Vía Argentina,NaN
2682,Apartment for Sale in Edison Park CL-22533,100000.00,420 m2,10 days ago,3,Edison Park,NaN
2683,Vendo Apartamento en Rio Abajo PTV,255710.00,64 m2,10 days ago,2,Rio Abajo,NaN
2684,Apartment for Sale in San Francisco CL-229595,470000.00,126 m2,10 days ago,3,San Francisco,NaN
2685,Luxurious apartment for sale with spectacular sea views,135000.00,153 m2,10 days ago,2,Punta Pacífica,NaN
2686,APARTAMENTO EN VENTA O ALQUILER | Condado del Rey,250000.00,69 m2,10 days ago,2,Condado del Rey,NaN
2687,Apartment for Sale in Coco del Mar CL-26726,112000.00,121 m2,10 days ago,3,Coco del Mar,NaN
2688,"ESPECTACULAR APARTAMENTO EN VENTA | P.H. Mystic Valley, El Crisol",887000.00,65 m2,10 days ago,2,El Crisol,NaN
2689,lujoso SEA POINT a estrenar 3 recs 305m2 y 326m2 desde $887000,249000.00,305 m2,10 days ago,3,Punta Paitilla,NaN
2690,Apartment for Sale in Clayton CL-219588,222200.00,116 m2,10 days ago,3,Clayton,NaN
2691,Apartment for Sale in Coco del Mar CL-221335,280000.00,81 m2,10 days ago,2,Coco del Mar,NaN
2692,Vendo apartamento - Marbella,867450.00,220 m2,10 days ago,3,Marbella,NaN
2693,RSW224974. Brand new apartments for sale in Punta Pacifica,75000.00,306 m2,10 days ago,3,Punta Pacífica,NaN
2694,Se Vende apartamento con línea blanca y Amoblado en Torres de Millan,650000.00,55 m2,10 days ago,2,Condado del Rey,NaN
2695,Venta Apartamento Costa del Este 22*2633ML,490000.00,291 m2,10 days ago,3,Costa del Este,NaN
2696,"RSW10381. Sea view apartment for sale, 3 bedrooms, 210mt",899000.00,210 m2,10 days ago,3,Costa del Este,NaN
2697,"PUNTA PACIFICA, PH AQUAMARE, VENTA.",80000.00,400 m2,10 days ago,3,Punta Pacífica,NaN
2698,VENDO APARTAMENTO EN 12OCTUBRE,240.00,70 m2,10 days ago,2,12 de Octubre,NaN
2699,“OPORTUNIDAD “vendo en Patilla 240k (IH),2150000.00,200 m2,10 days ago,4,Panama City,NaN
2700,OCEAN REEF ISLAND PH GARDEN PUNTA PACIFICA,150000.00,330 m2,10 days ago,3,Punta Pacífica,NaN
2701,Venta Apartamento Carrasquilla 22*9319ML,650000.00,71 m2,10 days ago,2,Carrasquilla,NaN
2702,Venta de Apartamento en Primera Linea Costa del Este 22AECC2633,380000.00,291 m2,10 days ago,3,Costa del Este,NaN
2703,Venta de Apartamento PH. VISTA DEL SOL en Paitilla 22AECC544,332000.00,240 m2,10 days ago,3,Punta Paitilla,NaN
2704,Venta de Apartamento PH. VELURE en El Cangrejo 22AECC7614,115000.00,150 m2,10 days ago,3,El Cangrejo,NaN
2705,VENDO APARTAMENTO EN BETANIA,"330000.00
(Reduced 6%)",90.67 m2,10 days ago,3,Betania,NaN
2706,Nuovo Residences - Apartamento en Venta $330k,236000.00,98 m2,10 days ago,2,Avenida Balboa,NaN
2707,SE VENDE APARTAMENTO EN PH COSTA PACIFICA,210000.00,144 m2,10 days ago,3,Punta Pacífica,NaN
2708,Apartamento en venta PH ELEMENT,420000.00,113 m2,10 days ago,2,Avenida Balboa,NaN
2709,Apartment for sale in Costa del Este MPS22-3035,310000.00,168.82 m2,10 days ago,3,Costa del Este,NaN
2710,APARTAMENTO DE 250MTS EN VENTA EN MARBELLA,210000.00,250 m2,10 days ago,3,Punta Paitilla,NaN
2711,Se Vende Apartamento en Green Bay Costa del Este,550000.00,122 m2,10 days ago,3,Costa del Este,NaN
2712,MODERNO APARTAMENTO EN VENTA PH ELITE,235000.00,400 m2,10 days ago,3,La Cresta,NaN
2713,Venta de apartamento en Costa Del Este,460000.00,118 m2,10 days ago,2,Costa del Este,NaN
2714,Se Vende Apartamento en Costa Real Costa del Este,1300000.00,228 m2,10 days ago,3,Costa del Este,NaN
2715,Se Vende Apartamento en Ocean Two Costa del Este,330000.00,456 m2,10 days ago,4,Costa del Este,NaN
2716,Pent House,380000.00,320 m2,10 days ago,3,Albrook,NaN
2717,Venta de Apartamento Excelente Ubicacion en Paitilla 22LD544,265000.00,240 m2,10 days ago,3,Punta Paitilla,NaN
2718,HERMOSO APARTAMENTO PARA LA VENTA EN PH TERRAZAS DE OBARRIO,675000.00,200 m2,10 days ago,3,Obarrio,NaN
2719,MIRAMAR - AVENIDA BALBOA,310000.00,375 m2,10 days ago,3,Avenida Balboa,NaN
2720,Venta de Apartamento PH. CITRUS San Francisco 23LD480,234000.00,160.75 m2,10 days ago,3,San Francisco,NaN
2721,Venta de Apartamento Con Vista al Mar Costa del Este 22LD876,890000.00,117.85 m2,10 days ago,2,Costa del Este,NaN
2722,Apartamento en venta en Santa Maria,215000.00,335 m2,10 days ago,3,Santa María,NaN
2723,Apartment for Sale in El Cangrejo CL-215939,142000.00,125 m2,10 days ago,2,San Francisco,NaN
2724,"For sale Apartment in Belview Towers, CG",787500.00,79 m2,10 days ago,2,Edison Park,NaN
2725,Apartamento en venta en Santa Maria,128000.00,306 m2,10 days ago,3,Santa María,NaN
2726,"For sale Furnished Apartment in Elmare, CG",128000.00,70 m2,10 days ago,2,Edison Park,NaN
2727,"For sale Furnished Apartment in Elmare, CG",730027.50,66 m2,10 days ago,2,Edison Park,NaN
2728,Apartamento en venta en Santa Maria,295000.00,256 m2,10 days ago,3,Santa María,NaN
2729,PH BALEARES - COCO DEL MAR - VENTA,673750.00,159 m2,10 days ago,3,Coco del Mar,NaN
2730,Apartamento en venta en Santa Maria,470000.00,225 m2,10 days ago,3,Santa María,NaN
2731,PACIFIC VIEW - PUNTA PACIFICA - VENTA,470000.00,230 m2,10 days ago,3,Punta Pacífica,NaN
2732,Apartamento en venta en Santa Maria,250000.00,188 m2,10 days ago,3,Santa María,NaN
2733,Apartment for sale in Av Balboa 17768MFK,585000.00,119 m2,10 days ago,2,Avenida Balboa,NaN
2734,PH Q TOWER - PUNTA PACIFICA - VENTA,235000.00,309 m2,10 days ago,3,Punta Pacífica,NaN
2735,Sale of Apartment in Bella Vista 2165MFK,223200.00,139 m2,10 days ago,3,Bella Vista,NaN
2736,Apartment for sale in El Cangrejo 210627MFK,369000.00,125 m2,10 days ago,3,El Cangrejo,NaN
2737,Se Vende Hermoso Penthouse en el Cangrejo ID5728,620000.00,200 m2,10 days ago,3,El Cangrejo,NaN
2738,En Venta o Alquiler-Magnífico Apartamento En PH Allure at The Park,580000.00,287 m2,10 days ago,4,Avenida Balboa,NaN
2739,WATERS - AVENIDA BALBOA,205000.00,280 m2,10 days ago,3,Avenida Balboa,NaN
2740,Apartment for sale in San Francisco 29826MFK,300000.00,123 m2,10 days ago,2,San Francisco,NaN
2741,Se vende lindo apartamento Luxor el Cangrejo ID7706,330000.00,184 m2,10 days ago,3,El Cangrejo,NaN
2742,"Se vende apartamento Amoblado Tipo Loft en San Francisco $330,000",200150.00,150 m2,10 days ago,2,Vía Porras,NaN
2743,Apartment for sale in San Francisco 2850MFK,452092.00,69 m2,10 days ago,2,San Francisco,NaN
2744,Apartamento en venta en Santa Maria,200000.00,145 m2,10 days ago,3,Santa María,NaN
2745,Apartment for sale in Coco del Mar 211336MFK,420000.00,120 m2,10 days ago,2,Coco del Mar,NaN
2746,"El Cangrejo, apartment, for sale 3 bedrooms",890000.00,123 m2,10 days ago,3,El Cangrejo,NaN
2747,"Apartment For Sale in Via Argentina, PH Terranova R-0011",417234.00,231 m2,10 days ago,3,Vía Argentina,NaN
2748,PH ARIA - COSTA DEL ESTE - VENTA,169000.00,358 m2,10 days ago,4,Costa del Este,NaN
2749,Apartamento en Venta en Santa María,830000.00,160 m2,10 days ago,3,Santa María,NaN
2750,APARTMENT FOR SALE IN MARBELLA ID 672-MP,112000.00,129 m2,10 days ago,2,Marbella,NaN
2751,"For sale Apartment in Greengarden, CG 221642",1250000.00,314 m2,10 days ago,3,Santa María,NaN
2752,"REMATE!! -VENTA-PH VIVENDI TOWERS, 69 M2 LINEA BLANCA. 112.000$. LTR no neg.",102000.00,69 m2,10 days ago,2,Edison Park,NaN
2753,PH BUENAVISTA / SANTA MARIA / VENTA,600000.00,399 m2,10 days ago,3,Santa María,NaN
2754,Apto excelente ubicación y precio,199000.00,73.52 m2,10 days ago,2,Reparto Nuevo Panamá,NaN
2755,"For sale Apartment in Santa Maria, CG 23126",165000.00,243 m2,10 days ago,3,Santa María,NaN
2756,Apartment for sale in El Cangrejo 210628MFK,110000.00,104 m2,10 days ago,2,El Cangrejo,NaN
2757,GANGA VENTA por remate apartamento en via españa,417234.00,980 m2,10 days ago,3,Vía Porras,NaN
2758,PH 4 ISLAS. VIA CINCUENTENARIO. NEGOCIABLE,198000.00,76 m2,10 days ago,3,Vía Cincuentenario,NaN
2759,"For sale Apartment in The Ivy, CG 229947",120000.00,160 m2,10 days ago,3,Santa María,NaN
2760,Apartment for sale in San Francisco 21784MFK,175000.00,94 m2,10 days ago,2,San Francisco,NaN
2761,"Vendo apto en El cangrejo de 95 mts2 de 2 recamaras 2 baños, balcon y 1 estaconamiento.",780000.00,95 m2,10 days ago,2,Vía Porras,NaN
2762,Apartment for sale in San Francisco 2546MFK,170000.00,88 m2,10 days ago,2,San Francisco,NaN
2763,PH Q TOWER - PUNTA PACIFICA - VENTA,1521776.00,363 m2,10 days ago,4,Punta Pacífica,NaN
2764,Apartment for sale in San Francisco 29303MFK,590020.00,95 m2,10 days ago,1,San Francisco,NaN
2765,OCEAN REEF PALM BEACH RESORT - PUNTA PACIFICA,126850.00,300 m2,10 days ago,2,Punta Pacífica,NaN
2766,The Reserve Is An Oasis In Panama City,440000.00,189 m2,10 days ago,3,Santa María,NaN
2767,Venta Apartamentos a Estrenar - The Gray Calle 50,299000.00,43 m2,10 days ago,1,Calle 50,NaN
2768,PH SKY - AVENIDA BALBOA - VENTA,531100.00,198 m2,10 days ago,3,Avenida Balboa,NaN
2769,Venta de apartamento en Clayton,130000.00,147 m2,10 days ago,2,Clayton,NaN
2770,THE IVY - SANTA MARIA,198000.00,186 m2,10 days ago,3,Santa María,NaN
2771,Apartamento en Betania a pasos de Farmacias Arrocha y Súper 99,750000.00,90 m2,10 days ago,3,Betania,NaN
2772,Apartamento en Venta PH Costa del este Pijao 22-9720,220000.00,110 m2,10 days ago,3,Costa del Este,NaN
2773,PH AQUALINA - PUNTA PACÍFICA - VENTA,117000.00,318 m2,10 days ago,3,Punta Pacífica,NaN
2774,Venta de Apartamento en Av. Balboa. PH H2O. bb,180000.00,110 m2,10 days ago,1,Avenida Balboa,NaN
2775,"Venta de Apartamento en Condado del Rey - Green Park, JAP",165000.00,69 m2,10 days ago,2,Brisas del Golf,NaN
2776,"Apartment for sale in Ph Moon Tower, newly remodeled",145000.00,114 m2,10 days ago,2,Coco del Mar,NaN
2777,Venta de apartamento en Obarrio,650000.00,102.27 m2,10 days ago,2,Obarrio,NaN
2778,"VENTA APTO. PH MARINA TOWER, Av LA PULIDA, PUEBLO NUEVO",230000.00,83 m2,10 days ago,2,Hato Pintado,NaN
2779,Beautiful House for Sale in El Carmen P-0008,125000.00,440 m2,10 days ago,3,El Carmen,NaN
2780,"San Francisco, Sale of Apartment in PH The Cosmopolitan",1138335.00,204 m2,10 days ago,2,San Francisco,NaN
2781,Venta Apartamento 3 Habitaciones P. H. Premium Tower – Precio de Oportunidad,342000.00,79 m2,10 days ago,3,Carrasquilla,NaN
2782,OCEAN REEF PALM BEACH RESORT - PUNTA PACIFICA,450000.00,177 m2,10 days ago,3,Punta Pacífica,NaN
2783,"Venta apartamento Rivage Tower 176 mt2, 2 recámaras – Avenida Balboa",625914.00,176 m2,10 days ago,2,Avenida Balboa,NaN
2784,VENDO APARTAMENTO EN THE BRIDGE,260000.00,200 m2,10 days ago,3,"Amador, Cause Way",NaN
2785,OCEAN REEF PALM BEACH RESORT - PUNTA PACIFICA,340000.00,141 m2,10 days ago,2,Punta Pacífica,NaN
2786,APARTMENT FOR SALE IN SAN FRANCISCO CUR22-8161,160000.00,138 m2,10 days ago,2,San Francisco,NaN
2787,Apartment in PH Costa Pacifica with Sea View,260000.00,200 m2,10 days ago,3,Punta Pacífica,NaN
2788,Se Vende Apartamento en Condado del Rey Edificio Rokas,249000.00,98 m2,10 days ago,3,Condado del Rey,NaN
2789,CEC22-7917 sea coconut apartment for sale,1436574.00,138 m2,10 days ago,2,Coco del Mar,NaN
2790,COCO CUR22-6111 COCO FOR SALE APARTMENT,330000.00,185 m2,10 days ago,3,Coco del Mar,NaN
2791,OCEAN REEF CITY VILLAS - PUNTA PACIFICA,275000.00,407 m2,10 days ago,3,Punta Pacífica,NaN
2792,Apartment with Beautiful Panoramic View in El Cangrejo R-0001,348500.00,178 m2,10 days ago,3,El Cangrejo,NaN
2793,APARTMENT FOR SALE IN SAN FRANCISCO CUR22-2913,990000.00,204 m2,10 days ago,3,San Francisco,NaN
2794,RIVAGE - AVENIDA BALBOA,295000.00,150 m2,10 days ago,2,Avenida Balboa,NaN
2795,Sale of impeccable and spacious apartment in Altos de Golf Cl-9301,128000.00,556 m2,10 days ago,6,Altos de Golf,NaN
2796,APARTMENT FOR SALE IN SAN FRANCISCO CUR22-2700,330000.00,179.42 m2,10 days ago,3,San Francisco,NaN
2797,VIA TRANSISMICA / PH CENTRAL PARK / 84m2 / 3 HABITACIONES,215000.00,84 m2,10 days ago,3,Vía Transístmica,NaN
2798,"VENDO O ALQUILO Apto en PH MIRADOR DEL CANGREJO, Cangrejo",1290000.00,200 m2,10 days ago,3,El Cangrejo,NaN
2799,"VENDO APARTAMENTO EN PAITILLA, LA JOYA 170m2 2REC $215,000",790000.00,170 m2,10 days ago,2,San Francisco,NaN
2800,"OCEAN REEF APARTMENT FOR SALE , PUNTA PACIFICA (5)",163635.00,252 m2,10 days ago,3,Punta Pacífica,NaN
2801,"VENDO APARTAMENTO EN COSTA DEL ESTE, TEN TOWER, 420M2 3REC $790,000",220000.00,420 m2,10 days ago,3,Costa del Este,NaN
2802,"Venta de apartamentos en Bella Vistsa (La Cresta, W Tower)",445000.00,70.32 m2,10 days ago,2,La Cresta,NaN
2803,VENTA APARTAMENTO LOFT COCO DEL MAR,199000.00,130 m2,10 days ago,1,Coco del Mar,NaN
2804,Hermoso Yoo modelo J tipo Loft en Ave. Balboa,185000.00,164 m2,10 days ago,2,Avenida Balboa,NaN
2805,HERMOSO APARTAMENTO TORRE BUGANVILLA EN OBARRIO 3 RECAMARAS 150mts2,210000.00,150 m2,10 days ago,3,Obarrio,NaN
2806,GANGA VENTA APARTAMENTO TORRE BUGANVILLA EN OBARRIO 3 RECAMARAS 150mts2,360000.00,150 m2,10 days ago,3,Obarrio,NaN
2807,VENTA HERMOSO APARTAMENTO PH THE PALM OBARRIO,1200000.00,172 m2,10 days ago,3,Obarrio,NaN
2808,"Se vende apartamento en Coco del Mar, Ph Boutique Quartier del Mar",1100000.00,124 m2,10 days ago,1,Coco del Mar,NaN
2809,"Coco del Mar – Frente al Mar – 620mts2 – 1,200,000",1000000.00,620 m2,10 days ago,4,Coco del Mar,NaN
2810,"Santa Maria – Vista al Golf y al Mar – 391mts2 – 1,100,000",371275.00,391 m2,10 days ago,3,Santa María,NaN
2811,"Santa Maria – Vista al Golf y al Mar – 339mts2 – 1,000,000",990000.00,339 m2,10 days ago,3,Santa María,NaN
2812,Expectacular apto. nuevo Santa Maria en Costa del Este,170000.00,110 m2,10 days ago,2,Santa María,NaN
2813,"Altos del Golf – Vista al Parque – 556 mts2 – 990,000",975000.00,556 m2,10 days ago,5,Altos de Golf,NaN
2814,SE VENDE APARTAMENTO EN EL CARMEN PH RAINBOW TOWER,330000.00,89 m2,10 days ago,2,El Carmen,NaN
2815,"Costa del Este - Frente al Mar - 550mts2 - 975,000",952000.00,550 m2,10 days ago,4,Costa del Este,NaN
2816,Apartamento en PH Victoria Tower (TPJ),1300000.00,206 m2,10 days ago,3,Obarrio,NaN
2817,"Santa Maria – Vista al Golf y al Mar – 381mts2 – 952,000",140000.00,381 m2,10 days ago,3,Santa María,NaN
2818,VENTA APARTAMENTO PH PRADERAS EN ALTOS DE GOLF,230000.00,540 m2,10 days ago,4,Altos de Golf,NaN
2819,VENDO APARTAMENTO A ESTRENAR EN PARQUE LEFEVRE,280000.00,65 m2,10 days ago,2,Parque Lefevre,NaN
2820,VENDO APARTAMENTO EN DOS MARES,370000.00,124 m2,10 days ago,3,Dos Mares,NaN
2821,Park City en Obarrio full amoblado en venta,240000.00,117 m2,10 days ago,2,Obarrio,NaN
2822,CROSS REALTY VENDE Ph Clayton Park (Torre 1),350000.00,279.97 m2,10 days ago,3,Clayton,NaN
2823,PH GRANDBAY / AVENIDA BALBOA / VENTA,835000.00,100 m2,10 days ago,1,Avenida Balboa,NaN
2824,Apartment for sale in Costa del Este 22DCD6497,900000.00,136 m2,10 days ago,3,Costa del Este,NaN
2825,THE TOWER EN PAITILLA 835000,250000.00,328 m2,10 days ago,3,Punta Paitilla,NaN
2826,Apartment for sale in Punta Pacifica 22DCD10526,550000.00,400 m2,10 days ago,3,Punta Pacífica,NaN
2827,Espectacular Bayfront en Avenida Balboa,154105.00,90 m2,10 days ago,1,Avenida Balboa,NaN
2828,Precioso y amplio Infinity en San Francisco,870500.00,321 m2,10 days ago,4,San Francisco,NaN
2829,Apartment for sale in El Crisol 23DCD459,119000.00,83.3 m2,10 days ago,2,El Crisol,NaN
2830,Apartamento en Venta Santa Maria Majestuosa Torre a Estrenar 22EP10683,148200.00,322 m2,10 days ago,3,Santa María,NaN
2831,Vendo apartamentos en San Francisco con vista al parque Omar,475000.00,80 m2,10 days ago,2,San Francisco,NaN
2832,PH El Botanico para estrenar en Bella Vista,96000.00,52 m2,10 days ago,1,Bella Vista,NaN
2833,Apartment for sale in Costa del Este 21DCD8599,975000.00,237 m2,10 days ago,3,Costa del Este,NaN
2834,PH DALIA. CARRASQUILLA.. CARRASQUILLA.,280000.00,62 m2,10 days ago,2,Carrasquilla,NaN
2835,Apartment for sale in Costa del Este 21DCD10430,150000.00,350 m2,10 days ago,3,Costa del Este,NaN
2836,Apartment for sale in San Francisco 21DCD4686,260000.00,156.25 m2,10 days ago,3,San Francisco,NaN
2837,VENTA APARTAMENTO A ESTRENAR CASCO VIEW (MB),1200000.00,53 m2,10 days ago,1,"Casco Viejo, San Felipe",NaN
2838,Venta de Apto. nuevos en Bella Vista ID7888,200000.00,107 m2,10 days ago,3,Bella Vista,NaN
2839,Apartamento en Venta Costa del Este Frente al Mar Moderno 23EP395,525000.00,399 m2,10 days ago,4,Costa del Este,NaN
2840,"Princesa del Mar. 161mts 2r 1b cbe $200,000.00neg",151230.00,161 m2,10 days ago,2,Avenida Balboa,NaN
2841,Espectacular The Ivy en Santa Maria,375000.00,188 m2,10 days ago,3,Santa María,NaN
2842,Venta apartamento nuevos en via españa ID7895,155000.00,71 m2,10 days ago,2,Vía España,NaN
2843,Venta de Apartamento Acabados de 1era en Costa del Este 23LD399,899000.00,121 m2,10 days ago,2,Costa del Este,NaN
2844,"$155,000 BEAUTIFUL APARTMENT WITH 2 BEDROOMS PH MIRADOR DEL GOLF",150000.00,98 m2,10 days ago,2,Altos de Golf,NaN
2845,PH PARAMOUNT - COSTA DEL ESTE - VENTA,275000.00,313 m2,10 days ago,3,Costa del Este,NaN
2846,Super ganga PH Señorial 50 3 recamaras 2 baños,330000.00,126 m2,10 days ago,4,Vía Porras,NaN
2847,"Rocamar. 222mts 3r 3.5b cbe 2est $275,000.00",62500.00,222 m2,10 days ago,3,Avenida Balboa,NaN
2848,"$330,000 FOR SALE BEAUTIFUL LA LOMA APARTMENT 180 MTS2",160000.00,180 m2,10 days ago,3,La Loma,NaN
2849,SE VENDE APARTAMENTO A PRECIO DE GANGA,200000.00,50 m2,10 days ago,2,Campo Limberg,NaN
