,add_title,add_price,add_area,add_room,add_loc
687,Costa_del_este_4_Habitaciones_Ph_Mirador_CC,170000.0,349.0,4,Costa_del_Este
688,Panama_Pacifico_woodlands_Apartamento_CC,228000.0,101.0,2,Costa_del_Este
689,RIVER_PARK,199800.0,123.32,2,Obarrio
690,COSTA_PACIFICA_TORRE_T100,585000.0,126.4,3,Punta_Pac_fica
691,TITANIUM,389000.0,226.0,3,Costa_del_Este
692,DA_VINCI,435000.0,220.86,3,Coco_del_Mar
693,WATERFALLS,330000.0,184.0,3,San_Francisco
694,Penthouse_in_Founder__Playa_Blanca_for_Sale,179000.0,249.0,3,R_o_Hato
695,Bargain__Furnished_Apartment_for_Sale_in_Condado_del_Rey,129900.0,,3,Anc_n
696,Betania__Apartment_for_sale,399000.0,,2,Betania
697,Apartamento_en_Soho_Tower___Costa_del_Este,375000.0,183.94,3,Costa_del_Este
698,Venta_de_Apartamento_en_PH_Park_Side___Costa_del_Este,550000.0,125.0,2,Costa_del_Este
699,Venta_de_Apartamento_en_Ph_Mirador___Costa_del_Este,230000.0,200.0,3,Costa_del_Este
700,Venta_de_Apartamento_amueblado___PH_Sevilla,259000.0,110.0,2,Costa_del_Este
701,Venta_de_Apartamento_PH_Pine_Hills____Valor_Venta_R_pida_,684500.0,162.0,3,Costa_del_Este
702,Apartamento_en_Venta_en_PH_Park_Lane___Costa_del_Este,229000.0,273.0,3,Costa_del_Este
703,PH_BAHIA_MARBELLA_1___RENOVADO_CON_VISTA_AL_MAR,375000.0,139.0,2,Bella_Vista
704,Venta_de_Apartamento_en_PH_Park_Side___Costa_del_Este,550000.0,125.0,2,Costa_del_Este
705,Venta_de_Apartamento_en_Ph_Mirador___Costa_del_Este,230000.0,200.0,3,Costa_del_Este
706,Venta_de_Apartamento_amueblado___PH_Sevilla,259000.0,110.0,2,Costa_del_Este
707,Venta_de_Apartamento_PH_Pine_Hills____Valor_Venta_R_pida_,684500.0,162.0,3,Costa_del_Este
708,Apartamento_en_Venta_en_PH_Park_Lane___Costa_del_Este,309000.0,273.0,3,Costa_del_Este
709,Vendo_Apartamento_en_PH_Parkside__Costa_del_Este_22PM4812,260000.0,102.0,1,Costa_del_Este
710,Vendo_Apartamento_en_PH_Riverside__Costa_del_Este_22PM5449,470000.0,104.0,2,Costa_del_Este
711,Luxurious_apartment_for_sale_with_spectacular_sea_views,250000.0,153.0,2,Punta_Pac_fica
712,Vendo_Apartamento_en_PH_Sol_del_Este__Costa_del_Este_22PM2886,235000.0,147.0,3,Costa_del_Este
713,ATENCI_N__A_PRECIO_DE_REMATE__EN_SAN_FRANCISCO,235000.0,114.0,2,San_Francisco
714,Vendo_Apartamento_en_PH_Sevilla__Costa_del_Este_22PM8543,160000.0,110.0,2,Costa_del_Este
715,ATENCI_N__A_PRECIO_DE_REMATE__EN_V_A_ESPA_A__PH_DE_LUJO,234000.0,110.0,2,V_a_Espa_a
716,Vendo_Apartamento_en_Top_Towers__Costa_del_Este_22PM876,205800.0,117.0,2,Costa_del_Este
717,Vendo_Apartamento_a_Estrenar_en_Pijao__Costa_del_Este_23PM259,198000.0,98.0,3,Costa_del_Este
718,Vendo_Apartamento_en_PH_Pijao__Costa_del_Este_22PM9720,380000.0,110.0,3,Costa_del_Este
719,Sale_of_240_m2_Apartment_in_Vista_del_Sol__Punta_Paitilla,485000.0,240.0,3,Punta_Paitilla
720,Apartment_in_Gran_Torre___Punta_Pacifica_22YCG11118,100000.0,171.0,2,Punta_Pac_fica
721,2REC___VIA_ESPA_A___COMODO_Y_BONITO__0877_avd,269000.0,65.0,2,Pueblo_Nuevo
722,2REC__CBE___200MTS___PAITILLA___VISTA_A_LA_CIUDAD__1512_avd,235000.0,200.0,2,Punta_Paitilla
723,BEAUTIFUL_FULL_FURNISHED_APARTMENT_FOR_SALE,670000.0,130.0,3,Obarrio
724,Apartment_in_Q_Tower___Punta_Pacifica_YCG6736,199000.0,363.0,4,Punta_Pac_fica
725,OPPORTUNITY__Apartment_for_sale_in_San_Francisco___PH_Coco_Mar___V_C,85000.0,142.0,3,San_Francisco
726,Vendo_Apartamento_en_Torres_de_Espa_a__Via_Espa_a__22PM10978,340000.0,64.0,2,V_a_Espa_a
727,VENTA__PH_ELEVATION__EXCELNTE_ACABADOS,170000.0,180.0,3,Costa_del_Este
728,Apartment_for_sale_in_San_Francisco_I_D__MH,125000.0,120.0,1,San_Francisco
729,ATENCI_N__OPORTUNIDAD__EN_EL_DORADO__A_PRECIO_DE_REMATE_,295000.0,80.0,2,El_Dorado
730,Apartment_in_Pacific_Coast_Punta_Pacifica_YCG4465,250000.0,145.0,3,Punta_Pac_fica
731,3REC___CBE___137mts___AVE_BALBOA__1087,225000.0,137.0,3,Avenida_Balboa
732,I_AM_SELLING_A_BEAUTIFUL_APARTMENT_IN_OBARRIO,160000.0,120.0,3,Obarrio
733,2REC___OBARRIO___REMODELADO__1589_aad,340000.0,110.0,2,Obarrio
734,Amplio_apartamento_2_mares_Vento_Mare_Torre_B,220000.0,168.0,3,Dos_Mares
735,3REC___CBE___Area_Bancaria___A_paso_de_la_Cinta_Costera__0732_avd,290000.0,185.0,3,Avenida_Balboa
736,SALE_PH_Victory_Wellness_with_Ocean_View_in_Coco_del_Mar,83000.0,99.0,2,Coco_del_Mar
737,ATENCI_N__OPORTUNIDAD_EN_R_O_ABAJO__PRECIO_DE_REMATE__CON_BALC_N,828000.0,90.0,2,Rio_Abajo
738,_The_home_you_always_dreamed_of__Condominio_Solana___Santa_Maria,138000.0,306.0,3,Santa_Mar_a
739,ATENCI_N__OPORTUNIDAD_EN_EL_CARMEN__REMODELADO_Y_SEMI_AMUEBLADO,129900.0,114.0,2,El_Carmen
740,Betania__Apartamento_en_venta,114900.0,99.0,2,Betania
741,VENTA_APARTAMENTO_V_A_ESPA_A,117000.0,70.0,2,V_a_Espa_a
742,Apartamento_en_venta_en_Carrasquilla_RTQ,330000.0,77.0,2,Carrasquilla
743,Apartamento_en_venta_en_Costa_del_Este_RTQ,699000.0,158.0,3,Punta_Paitilla
744,MODERNO_APARTAMENTO_EN_VENTA_PH_MIRAMAR,420000.0,375.0,3,Avenida_Balboa
745,Apartamento_en_venta_en_Paitilla_RTQ,142000.0,215.0,3,Punta_Paitilla
746,SALE_2_BEDROOM_APARTMENT_VIA_ESPA_A_ID_522_MP,169000.0,71.0,2,Carrasquilla
747,APARTMENT_FOR_SALE_IN_MARBELLA_ID_672_MP,877000.0,129.0,2,Marbella
748,THE_RESERVE___SANTA_MARIA,1650000.0,331.0,4,Santa_Mar_a
749,THE_RESERVE___SANTA_MARIA,639000.0,646.0,4,Santa_Mar_a
750,Q_TOWER___PUNTA_PACIFICA,190000.0,308.0,3,Punta_Pac_fica
751,EL_CANGREJO___3_BEDROOMS___HIGH_FLOOR___2_PARKING_DL,850000.0,99.0,3,El_Cangrejo
752,AQUALINA___PUNTA_PACIFICA,560000.0,408.0,4,Punta_Pac_fica
753,Apartment_with_ocean_views_for_rent_and_sale_at_The_Ocean_Club,435000.0,153.0,2,Punta_Pac_fica
754,APARTMENT_FOR_SALE_IN_BELLAVISTA_MPS2_11484,649000.0,151.0,3,Bella_Vista
755,Apartment_for_sale_in_The_Reserve_in_Santa_Maria___243_76_mts_DL,410000.0,243.76,3,Santa_Mar_a
756,APARTMENT_FOR_SALE_IN_PAITILLA_MPS22_4451,225000.0,229.47,3,Punta_Paitilla
757,APARTMENT_FOR_SALE_IN_SAN_FRANCISCO_MPS2_10350,327500.0,150.49,3,San_Francisco
758,REGENT___COSTA_DEL_ESTE,265000.0,95.0,2,Costa_del_Este
759,Apartamento_en_San_Francisco___Park_Loft,195000.0,131.0,2,San_Francisco
760,Vendo_Quadrat__195_000,329000.0,100.0,1,V_a_Porras
761,REGENT___COSTA_DEL_ESTE,760000.0,105.0,2,Costa_del_Este
762,THE_RESERVE___317_MTS___4_BEDROOMS____760_000_DL,215000.0,317.0,4,Santa_Mar_a
763,VENTA_DE_APARTAMENTO_EN_SAN_CARLOS,170000.0,95.0,2,San_Carlos
764,PH_VITRO_LOFT__CANGREJO_APTO_1_REC,950000.0,85.0,1,El_Cangrejo
765,PURCHASE_OPPORTUNITY_IN_ARIA_PANAMA___Immediate_availability,549900.0,358.0,4,Costa_del_Este
766,pta_pacifica___307_meters___3_rooms___549900__DL,375000.0,307.0,3,Punta_Pac_fica
767,__Parkside__2_bedrooms__The_best_investment_,815520.0,125.0,2,Costa_del_Este
768,Se_vende_apartamento_en_Punta_Pac_fica__Ph_Pacific_Point_Torre_400,838100.0,272.0,3,Punta_Pac_fica
769,Se_vende_casa_en_Santa_Mar_a__The_Woods,140000.0,318.0,3,Santa_Mar_a
770,VENDO_APARTAMENTO_AMOBLADO_EN_PARQUE_LEFEVRE,365000.0,97.0,2,Parque_Lefevre
771,GRAND_TOWER___PUNTA_PACIFICA,100000.0,129.0,2,Punta_Pac_fica
772,Vendo_PH_Las_Hadas,145000.0,71.0,2,Punta_Paitilla
773,_GANGA__VENDO__P_H_VITRO_LOFT__145_000__NEGOCIABLE__LTR,145000.0,85.0,1,El_Cangrejo
774,REMATE_GANGA__P_H_GREEN_PARK__145_000____LTR_AMOBLADO__95_M2,390000.0,95.0,3,Condado_del_Rey
775,Apartments_for_sale_in_Albrook,115000.0,269.0,3,Albrook
776,ME_REMATAN__EL_CANGREJO__CALLE_A__NAVARRO__2RECS_2B___000_00,300000.0,97.0,2,El_Cangrejo
777,Sale_of_Apartments_in_Jade_Tower_San_Francisco,65000.0,138.0,2,San_Francisco
778,Vendo_apart__en_PH_Se_orial_del_Rio__RA_121_,200000.0,79.0,2,Rio_Abajo
779,Apartment_for_sale_in_Coco_del_Mar_211336MFK,219000.0,120.0,2,Coco_del_Mar
780,Apartamento_en_Venta_PH_H2O___Avenida_Balboa_23_410,263000.0,101.0,1,Avenida_Balboa
781,Apartment_for_sale_in_Clayton_210344MFK,229000.0,126.0,3,Clayton
782,JG2318_P_H__PARK_LOFT_VIA_PORRAS,550000.0,125.0,1,V_a_Porras
783,___PH_MIrador_brand_new___High_floor_and_park_view__MPC2117,330000.0,200.0,3,Costa_del_Este
784,Apartment_for_sale_in_Av_Balboa_211527MFK,370000.0,150.0,2,Avenida_Balboa
785,Apartamento_en_venta_en_San_Francisco_PH_MAndarin_Bay,175000.0,206.0,3,V_a_Porras
786,PH_Marquis_Tower__3_Habitaciones_2_Ba_os_1_Parking_105M2,82000.0,105.0,3,El_Cangrejo
787,CENTRICO___BETANIA_2RECAMARAS_SOLO_82MIL,130000.0,80.0,2,Betania
788,Via_espa_a_Ph_los_barrels_2_Rooms_cc,340000.0,70.0,2,V_a_Espa_a
789,Rent_or_sell_Ph_Rivage_TowerAvenida_Balboa,78000.0,150.0,2,Avenida_Balboa
790,APARTAMENTO_EN_EL_P_H__RESIDENCIAL_LLANO_BONITO,270000.0,57.0,2,Llano_Bonito
791,Venta_de_Apartamento_en_Clayton__ID8052,460000.0,170.0,3,Clayton
792,Venta_de_Apartamento_en_Exclusiva_Costa_del_Este_23AECC426,390000.0,227.8,3,Costa_del_Este
793,Venta_de_Apartamento_PH__WATERFALLS_en_san_Francisco_23AECC403,200000.0,184.0,3,San_Francisco
794,Venta_Apartamento_El_Carmen_22_11139ML,332000.0,84.0,2,El_Carmen
795,Venta_de_Apartamento_con_Finos_Acabados_en_El_Cangrejo_22AECC7614,325000.0,150.0,3,El_Cangrejo
796,PH_RIVAGE___AVENIDA_BALBOA___VENTA,250000.0,160.0,2,Avenida_Balboa
797,OBARRIO___235M2__3REC___CBE___ELEVADOR___2_ESTAC___B___250_000,995000.0,235.0,3,Obarrio
798,Se_Vende_Penthouse_Amoblado__Costa_del_Este_,1050000.0,450.0,4,Santa_Mar_a
799,Melissa_Foster_Luxury_Vende_Elegante_Casa_en_Camino_de_Cruces_MF231,140000.0,755.0,4,Clayton
800,Se_Vende_Apto_en_PH_Central_Park__Torre_Tribeca_,239500.0,85.0,2,V_a_Trans_stmica
801,Apartment_for_sale_in_Bella_Vista_PH_Dynasty,205800.0,98.0,3,Bella_Vista
802,Apartment_for_sale_in_Costa_del_Este_Che23259,750000.0,98.0,3,Costa_del_Este
803,Se_Vende_Apartamento_vista_al_Mar__Bijao,250000.0,264.0,4,R_o_Hato
804,Se_Vende_C_modo_Apartamento_en_Calle_50_ID8138,285000.0,236.63,3,Calle_50
805,VENTA_APARTAMENTO_SAN_FRANCISCO,215000.0,173.0,3,San_Francisco
806,PH_Kubic__3_Habitaciones_2_Ba_os_2_Parking_135M2,650000.0,135.0,3,El_Cangrejo
807,Apartment_for_sale_in_Costa_del_Este_MDV22_4297,549000.0,300.0,3,Costa_del_Este
808,Melissa_Foster_Luxury_Vende_Hermoso_Apartamento_en_Embassy_Village_MF225,170000.0,221.0,3,Albrook
809,PH_Cangrejo_Bay__2_Habitaciones_2_Ba_os_1_Parking_117m2,185000.0,117.0,2,Bella_Vista
810,Apartment_for_sale_in_Carrasquilla__Parque_Omar,450000.0,96.0,2,Parque_Lefevre
811,VENDO_EN_COSTA_DEL_ESTE__ALCALA__230m2_3REC_DEN__450_000,112000.0,230.0,3,Costa_del_Este
812,OJO___BAY_VIEW___2_REC___2B___REA_SOCIAL___B___112_000,500000.0,56.0,2,Avenida_Balboa
813,PH_GRAND_TOWER___PUNTA_PACIFICA___VENTA,320000.0,160.0,2,Punta_Pac_fica
814,VENDO_APARTAMENTO_EN_SAN_FRANCISCO__CABOMARZO_178m2_3REC_DEN__320_000,270000.0,180.0,3,San_Francisco
815,APARTMENT_FOR_SALE_IN_SAN_FRANCISCO_MDV23_153,750000.0,183.85,3,San_Francisco
816,Apartment_for_sale_in_Punta_Pacifica_Che,235000.0,363.0,4,Punta_Pac_fica
817,Melissa_Foster_Luxury_Vende_Apartamento_en_PH_Clayton_Park_I_MF65,168000.0,130.0,3,Clayton
818,Apartment_for_sale_PH_Rokas_Condado_del_Rey_A_M_,405000.0,97.0,3,Condado_del_Rey
819,Venta_de_apartamento_en_Amador_ID8137,125000.0,248.95,3,Amador
820,Apartment_for_Sale_Parque_Lindo_II_A_M_,260000.0,75.0,2,Parque_Lefevre
821,PH_QUARTIER___COCO_DEL_MAR___VENTA,330000.0,123.0,3,Coco_del_Mar
822,Se_vende_apartamento_en_San_Francisco_22_9407,225000.0,172.0,3,San_Francisco
823,Apartment_for_Sale_Torre_Ebbelle_Marbella_A_M_,110000.0,152.0,3,Marbella
824,VENDO_APARTAMENTO_EN_ALTAMIRA_GARDENS__80m2_2REC__110_000,95000.0,80.0,2,Betania
825,APARTAMENTO_EN_AVENIDA_BALBOA__BAYVIEW___BAY_VIEW_50M2_2REC__95_000_NEG,330000.0,50.0,2,Avenida_Balboa
826,The_Crab_Unique_opportunity_PS2081,269000.0,177.0,3,El_Cangrejo
827,Spacious_apartment_for_sale_in_PH_Solaris_in_CANGREJO_Lisa,329000.0,169.0,3,Bella_Vista
828,In_El_Cangrejo_Luxury_opportunity_PS2106,438000.0,129.0,2,El_Cangrejo
829,OFERTA_ESPECTACULAR_APARTAMENTO_EN_COSTA_DEL_ESTE,270000.0,205.0,3,Costa_del_Este
830,Se_vende_apartamento_en_El_Cangrejo_22_7135,590000.0,155.0,3,El_Cangrejo
831,VENDO_A_ESTRENAR_COSTANERA_205_MTS___LADO_A_TORRE_SUR__590K,170000.0,205.0,3,Bella_Vista
832,Venta_de_apartamento__170_K_en_San_Francisco_con_Terraza_Grande__100mt2,336280.0,100.0,2,Coco_del_Mar
833,Living_in_the_Garden_City_PS2086,190000.0,156.38,3,Curund_
834,Se_vende_apartamento_en_El_Cangrejo_22_6178,107000.0,107.0,3,El_Cangrejo
835,VENTA_APARTAMENTO_PH_AMAZONAS_EN_VIA_BRASIL,190000.0,104.0,2,V_a_Brasil
836,Vendo_Apartamento_en_Tucan_Country_Golf_Panama_Pacifico,175000.0,94.0,1,Cocoli
837,VENDO_APARTAMENTO_EN_OBARRIO,210000.0,170.0,2,Obarrio
838,Se_vende_apartamento_en_Obarrio__Ph_Miyaki,2350000.0,128.0,3,Obarrio
839,SEA_POINT_PENTHOUSE___PUNTA_PAITILLA,252450.0,783.0,5,Punta_Paitilla
840,Excellent_opportunity_in_Costa_del_Este_PS2114,215000.0,147.0,3,Costa_del_Este
841,PH_PIJAO___COSTA_DEL_ESTE___VENTA,250000.0,110.0,3,Costa_del_Este
842,OFERTA_ESPECTACULAR_APARTAMENTO_FRENTE_AL_MAR,98000.0,121.0,2,Avenida_Balboa
843,VENTA_APARTAMENTO_PH_BRISAS_DE_ESPA_A,390000.0,65.0,2,V_a_Espa_a
844,Se_vende_apartamento_en_San_Francisco_23_403,930800.0,184.0,3,San_Francisco
845,Costa_del_Este___Vista_al_Parque___358mts2___930_800,185000.0,358.0,4,Costa_del_Este
846,APARTAMENTO_EN_SAN_FRANCISCO_2_RECAMARAS,915000.0,93.0,2,San_Francisco
847,Costa_del_Este___Frente_al_Mar___337_mts2___915_000,395000.0,337.0,3,Costa_del_Este
848,Melissa_Foster_Luxury_Vende_Hermosos_Apartamento_en_Albrook_Ph_Forest_Gates_MF152,270000.0,196.0,3,Albrook
849,Clayton_Park_2__At_the_best_price__PS2115,350000.0,151.0,3,Anc_n
850,Melissa_Foster_Luxury_Vende_Hermosos_Apartamento_en_Albrook_Ph_Forest_Gates_MF151,475000.0,196.0,3,Albrook
851,COSTA_del_ESTE___TITANIUM_TOWER___3_RECAMARAS_237_M_,223200.0,237.0,3,Costa_del_Este
852,A_great_opportunity_in_The_Crab__PS2112,169000.0,125.53,3,V_a_Argentina
853,Se_vende_apartamento_en_Versalles_KC,330000.0,107.0,3,Costa_Sur
854,Se_vende_apartamento_en_Av__Balboa_21_9552,880000.0,153.97,2,Avenida_Balboa
855,La_Cresta___Vista_a_Toda_la_Ciudad_y_Mar___660_mts2___880_000,199000.0,660.0,4,La_Cresta
856,Opportunity_that_does_not_return_El_Cangrejo_PS211,235000.0,104.69,2,V_a_Argentina
857,Se_Vende_Apto_en_PH_Lexington_Tower___Villa_de_las_Fuentes__,850000.0,153.0,3,Villa_de_las_Fuentes
858,Costa_del_Este___Frente_al_Mar___385mts2___850_000,850000.0,385.0,4,Costa_del_Este
859,Costa_del_Este___Vista_al_Mar___280mts2___850_000,847000.0,280.0,3,Costa_del_Este
860,Santa_Maria___Vista_al_Golf_y_al_Mar___339mts2___847_000,1860000.0,339.0,3,Santa_Mar_a
861,SEA_POINT___PUNTA_PAITILLA,115000.0,614.0,4,Punta_Paitilla
862,Se_Vende_Apto_en_PH_Doral__12_de_Octubre,165000.0,77.76,2,12_de_Octubre
863,Apartamento_en_Carrasquilla,850000.0,92.0,3,Carrasquilla
864,SEA_POINT___PUNTA_PAITILLA,787500.0,315.0,3,Punta_Paitilla
865,Santa_Maria___Vista_al_Golf___306mts2___787_500,1350000.0,306.0,3,Santa_Mar_a
866,PH_LA_VISTA___SANTA_MARIA___VENTA,280000.0,572.0,3,Santa_Mar_a
867,APARTMENT_FOR_SALE_IN_AVENIDA_BALBOA_ASM23_236,298000.0,121.0,2,Avenida_Balboa
868,Se_Vende_Apto_en_PH_Eden_Roc__Obarrio_,170000.0,268.67,3,Obarrio
869,JG2509_SALE_MOON_TOWER_COCO_DEL_MAR,220000.0,84.0,2,Coco_del_Mar
870,Apartment_with_view_and_Access_to_the_Park_D_0170,149967.0,110.0,3,Carrasquilla
871,Apartment_for_sale_in_Carrasquilla_Asm23_85,380000.0,67.0,2,Carrasquilla
872,VENDO_APARTAMENTO_EN_COSTA_DEL_ESTE__BRISA_MARINA__175m2_3REC_380_000,97000.0,180.0,3,Costa_del_Este
873,Se_Vende_Apto_en_PH_Sunshine_By_The_Park__Via_Espa_a_,185000.0,61.26,2,V_a_Espa_a
874,PH_Victoria_Hills_12_de_Octubre,168000.0,105.0,3,12_de_Octubre
875,Se_Vende_Apto_en_PH_Sunset_Place__V_a_Porras,1400000.0,110.0,3,V_a_Porras
876,PH_PACIFIC_POINT_TORRE_400___PUNTA_PACIFICA,68000.0,492.0,4,Punta_Pac_fica
877,VENTA_APARTAMENTO_AMOBLADO_EN_TUMBA_MUERTO,480000.0,58.0,2,Tumba_Muerto
878,COSTA_del_ESTE_3_RECAMARAS_226_M____VISTA_al_MAR,350000.0,226.0,3,Costa_del_Este
879,Se_vende_hermoso_apartamento___Costa_del_Este___PH_Elevation,155000.0,188.0,3,Costa_del_Este
880,Apartment_for_sale_in_San_Francisco_22DCD11452,115000.0,73.0,2,San_Francisco
881,Vendo_Apartamento_en_PH_Signature_Point_Bella_Vista,320000.0,49.0,1,Marbella
882,Se_vende_apartamento___PH_Elevation___Ideal_para_inversionista__con_inquilino_,899000.0,150.0,2,Costa_del_Este
883,Santa_Maria_Golf___Country_Club___322_M____3_Recamaras___Vista_Al_Mar,655400.0,322.0,3,Santa_Mar_a
884,Se_vende_magn_fico_apartamento_en_costa_del_Este__PH_Casa_Bianca,165000.0,226.0,3,Costa_del_Este
885,Apartment_for_sale_in_El_Carmen_22DCD11388,225000.0,94.0,2,El_Carmen
886,Ocean_view_apartment_San_Francisco_Bay,1750000.0,113.0,2,Punta_Pac_fica
887,THE_TOWERS_PAITILLA___PUNTA_PAITILLA,199000.0,615.0,4,Punta_Paitilla
888,Apartment_for_sale_in_Condado_del_Rey_22DCD11367,215000.0,102.0,3,Condado_del_Rey
889,Apartment_for_Sale_in_Avenida_Balboa_CL_227813,210000.0,72.0,2,Avenida_Balboa
890,Apartment_for_Sale_in_Costa_Sur_CL_221280,1100000.0,135.0,3,Costa_Sur
891,Se_Vende_Penthouse__Pacific_Point__Punta_Pacifica_,167152.0,689.3,4,Punta_Pac_fica
892,Apartment_for_Sale_in_Playa_Blanca_CL_227251,760000.0,111.0,1,Province_of_Cocl_
893,Apartamento_en_Venta_Santa_Maria_Cocina_Italiana_Finos_Acabados_22EP9876,205800.0,215.0,3,Santa_Mar_a
894,Apartment_for_sale_in_Costa_del_Este_23DCD259,340000.0,98.0,3,Costa_del_Este
895,Lindo_Apartamento_en_Star_Bay_Remodelado___206_m2,83000.0,206.0,3,San_Francisco
896,SE_VENDE_APARTAMENTO_2R_PH_RIO_DE_ORO_AVE__LA_PULIDA_RIO_ABAJO,280000.0,61.0,2,Rio_Abajo
897,Apartment_for_sale_in_Avenida_Balboa_23DCD236,145000.0,121.0,2,Avenida_Balboa
898,Apartment_for_Sale_in_Condado_del_Rey_CL_223431,145000.0,91.0,3,Condado_del_Rey
899,Apartment_for_sale_in_Edison_Park_23DCD231,485000.0,77.0,2,Edison_Park
900,Apartamento_en_Venta_Punta_Pacifica_Amplia_Terraza_Remodelado_22EP10943,1300000.0,191.0,2,Punta_Pac_fica
901,PH_PRADERAS___Altos_del_Golf,150000.0,540.0,4,Altos_de_Golf
902,Vendo_o_Alquilo_Apto_cerca_de_Hato_Pintado,117000.0,89.0,2,V_a_Trans_stmica
903,Apartment_for_sale_in_Carrasquilla_23DCD217,285000.0,77.37,2,Carrasquilla
904,Vendo_apartamento_en_El_Cangrejo,330000.0,200.0,3,El_Cangrejo
905,Quartier_del_Mar___in_Coco_del_Mar__Full_furnished___Sea_view,100000.0,120.0,2,Coco_del_Mar
906,Alsace_Tower__Dead_Tomb__sale,1200000.0,51.0,2,Tumba_Muerto
907,Se_Vende_Apto_en_Edificio_Arboleda__Altos_del_Golf,340000.0,602.0,4,Altos_de_Golf
908,Venta_de_apartamento_3_recamaras_en_Ave__Balboa,625000.0,182.0,3,Marbella
909,PH_Marina_del_Rey___Coco_del_Mar,80000.0,320.0,3,Punta_Pac_fica
910,Apartamento_en_Rio_Abajo_2_recamaras_bien_ubicado,485000.0,58.0,2,Panama_City
911,Apartamento_en_Venta_Punta_Pacifica_Privilegiada_Zona_Moderna_22EP11118,750000.0,171.0,2,Punta_Pac_fica
912,Apartamento_en_Venta_Punta_Pacifica_Lujoso_Elegante_Vista_al_Mar_22EP11354,179000.0,363.0,4,Punta_Pac_fica
913,Se_Vende_Apartamento_en_Bella_Vista_PH_Vista_Tower_LT,153750.0,107.0,2,Obarrio
914,ARMONIA_Pre_Venta_Avenida_Balboa_Apartamento_2_habitaciones,600000.0,57.45,2,Avenida_Balboa
915,Apartamento_en_Venta_Santa_Maria_Golf_Espectacular_Vista_23EP126,295000.0,243.0,3,Santa_Mar_a
916,Apartment_for_sale_on_October_12_with_impeccable_improvements_Cl_6210,249000.0,183.0,3,San_Francisco
917,PH_DUPONT___PUNTA_PACIFICA___VENTA,950000.0,126.0,1,Punta_Pac_fica
918,VENDO_APARTAMENTO_358_mts2_EN_COSTA_DEL_ESTE_22ib2263,950000.0,358.0,4,Costa_del_Este
919,VENDO_APARTAMENTO_402_52_mts2_EN_SANTA_MARIA_21_4960,159000.0,402.52,3,Santa_Mar_a
920,Vendo_Apto_cerca_de_via_Espa_a,949900.0,95.0,2,V_a_Porras
921,VENDO_APARTAMENTO_302_65_mts2_EN_SANTA_MARIA_21ib7523,242000.0,302.65,3,Santa_Mar_a
922,Apartment_for_sale_in_San_Francisco_remodeled_Cl_22_219,900000.0,142.0,3,San_Francisco
923,VENDO_APARTAMENTO_415_mts2_EN_COSTA_DEL_ESTE_22ib11035,900000.0,415.0,3,Costa_del_Este
924,VENDO_APARTAMENTO_383_88_mts2_EN_COSTA_DEL_ESTE_21ib12041,1950000.0,383.88,3,Costa_del_Este
925,Casa_en_Venta_Santa_Maria_Imponente_Majestuosa_Finos_Acabados_23EP385,895000.0,595.0,4,Santa_Mar_a
926,VENDO_APARTAMENTO_314_mts2_EN_SANTA_MARIA_20ib11717,850000.0,314.0,3,Santa_Mar_a
927,PH_AQUALINA___PUNTA_PAC_FICA___VENTA,870500.0,408.0,4,Punta_Pac_fica
928,VENDO_APARTAMENTO_322_40_mts2_EN_SANTA_MARIA_22ib10683,1200000.0,322.4,3,Santa_Mar_a
929,Apartamento_en_Venta_Costa_del_Este_Frente_al_Mar_Moderno_23EP395,750000.0,399.0,4,Costa_del_Este
930,VENDO_APARTAMENTO_292_74_mts2_EN_SANTA_MARIA_21ib4689,91500.0,292.74,4,Santa_Mar_a
931,Vendo_Apto_PH_LIU_DEN__Nuevos__cerca_de_via_Tocumen,650000.0,75.0,2,Urbanizaci_n_Don_Bosco
932,VENDO_APARTAMENTO_291_mts2_EN_COSTA_DEL_ESTE_22IB2633,570000.0,291.0,3,Costa_del_Este
933,VENDO_APARTAMENTO_235_mts2_EN_COSTA_DEL_ESTE_22IB3603,550000.0,235.0,3,Costa_del_Este
934,VENDO_APARTAMENTO_200_mts2_EN_COSTA_DEL_ESTE_22IB10990,525000.0,200.0,3,Costa_del_Este
935,VENDO_APARTAMENTO_227_mts2_EN_COSTA_DEL_ESTE_22IB999,199500.0,227.0,3,Costa_del_Este
936,Ganga___Se_Vende_Apartamento_Punta_Paitilla___Konkord,155000.0,200.0,3,Obarrio
937,Venta_de_Apartamento_PH__ROKAS_en_Condado_del_Rey_22LD6742,390000.0,96.0,3,Condado_del_Rey
938,Apartment_for_Sale_in_Punta_Paitilla_CL_22544,350000.0,240.0,3,Punta_Paitilla
939,Apartment_for_sale_in_Punta_Paitilla_RB,383000.0,413.41,3,Punta_Paitilla
940,Apartment_for_sale_in_Coco_del_Mar___Victory_Sports_RB,254000.0,125.0,2,San_Francisco
941,Apartment_for_sale_in_Coco_del_Mar___Victory_Sports_RB,600000.0,77.0,1,San_Francisco
942,Apartment_for_Sale_in_Santa_Maria_CL_23126,310000.0,243.0,3,Santa_Mar_a
943,Apartment_for_sale_in_Paitilla__PH_Saboga_RB,620000.0,198.0,3,Punta_Paitilla
944,LUJOSOS_Y_ELEGANTE_APARTAMENTO_EN_CLAYTON___EMBASSY_CLUB___PLANTA_BAJA_CON_TERRAZA_,865000.0,284.0,3,Clayton
