,scaled_y,scaled_x1,scaled_x2,scaled_x3,scaled_x4
0,-0.053226878707361515,-0.14308727125181755,-0.0878548656444512,-0.09647791103689084,-0.08995158814499941
1,-0.03421142581246541,-0.11955915658809099,-0.0878548656444512,-0.09647791103689084,-0.08995158814499941
2,-0.05201646918547328,-0.10560105294972275,-0.0878548656444512,-0.09647791103689084,-0.08995158814499941
3,-0.05746331203397036,-0.13426698459250114,-0.0878548656444512,-0.09647791103689084,-0.08995158814499941
4,-0.056051167591767405,-0.12875430543042837,-0.0878548656444512,-0.09647791103689084,-0.08995158814499941
5,0.03372087194827697,0.018985496113121798,0.05500227721269165,0.11780780324882345,0.0211595229661117
6,-0.04495574697445855,-0.11613027014928172,-0.0878548656444512,-0.09647791103689084,0.0211595229661117
7,-0.03991237396659089,-0.09788330212282087,-0.0878548656444512,-0.16790648246546228,-0.08995158814499941
8,-0.012678159724105516,-0.05488440465865328,-0.0878548656444512,-0.025049339608319406,0.0211595229661117
9,0.08011990362065946,0.45448714991687045,0.1978594200698345,0.2606649461059663,0.24338174518833394
10,-0.03285165175557617,-0.03724383134002043,0.05500227721269165,0.04637923182025202,0.0211595229661117
11,-0.047174831097920325,-0.11111373211179551,-0.0878548656444512,-0.09647791103689084,-0.08995158814499941
12,-0.055244227910508585,-0.1397796637545739,-0.0878548656444512,-0.09647791103689084,-0.08995158814499941
13,-0.05201646918547328,-0.11809278393097963,-0.23071200850159407,-0.16790648246546228,-0.08995158814499941
14,0.023311350060038115,0.0046525302917326036,0.05500227721269165,0.04637923182025202,0.0211595229661117
15,-0.04497612220141034,-0.11442133960903918,-0.0878548656444512,-0.09647791103689084,-0.08995158814499941
16,-0.055082839974256816,-0.14639487874906124,-0.0878548656444512,-0.09647791103689084,-0.08995158814499941
17,0.07205050680807121,0.09065032522006777,0.05500227721269165,0.11780780324882345,0.0211595229661117
18,-0.04533702597385334,-0.09711152704013068,0.05500227721269165,-0.09647791103689084,-0.08995158814499941
19,-0.05275280164462196,-0.12081604743704358,-0.0878548656444512,-0.09647791103689084,-0.08995158814499941
20,-0.010862545441273158,0.24876498894663893,0.1978594200698345,0.04637923182025202,0.0211595229661117
21,0.09020664963639478,0.16452022599184285,0.05500227721269165,0.2606649461059663,0.0211595229661117
22,-0.01469550892725258,-0.07362751380970069,0.05500227721269165,0.11780780324882345,0.0211595229661117
23,-0.010660810520958451,-0.005931813699447103,0.05500227721269165,0.04637923182025202,0.0211595229661117
24,0.10432809405842425,0.15662606943175464,0.05500227721269165,0.04637923182025202,0.0211595229661117
25,0.08314592742538006,0.2549281642498362,0.05500227721269165,0.04637923182025202,0.1322706340772228
26,-0.005617437513090789,-0.04027580487916045,0.05500227721269165,0.04637923182025202,0.0211595229661117
27,-0.009147798618598152,0.03812551816383846,-0.0878548656444512,0.18923637467739488,0.0211595229661117
28,-0.02679960414613497,-0.017398186356558466,0.05500227721269165,-0.09647791103689084,0.0211595229661117
29,-0.020747556536693777,-0.05488440465865328,0.05500227721269165,-0.09647791103689084,0.0211595229661117
30,0.07326091632995944,0.14282232080992444,0.1978594200698345,0.18923637467739488,0.0211595229661117
31,0.029686173541982844,0.013472816951049032,0.05500227721269165,0.11780780324882345,0.0211595229661117
32,0.08011990362065946,0.2558653197073886,0.1978594200698345,0.33209351753453775,0.1322706340772228
33,-0.021756231138267308,-0.015082861108487909,-0.23071200850159407,-0.2393350538940337,-0.08995158814499941
34,-0.020747556536693777,-0.03614129550760588,0.05500227721269165,-0.025049339608319406,0.0211595229661117
35,-0.013686834325679048,0.020088031945536353,0.05500227721269165,0.11780780324882345,0.1322706340772228
36,-0.02094929145700848,-0.0449615821669223,-0.0878548656444512,0.11780780324882345,0.0211595229661117
37,0.011933500554288674,0.17885319181323206,0.1978594200698345,0.18923637467739488,0.0211595229661117
38,-0.037188952542342356,-0.07693512130694435,0.05500227721269165,0.04637923182025202,0.0211595229661117
39,-0.02276490573984084,-0.028423544680704002,-0.0878548656444512,-0.025049339608319406,0.0211595229661117
40,-0.02276490573984084,-0.024013401351045786,0.05500227721269165,-0.025049339608319406,0.0211595229661117
41,0.10473156389905366,0.2891067750546874,0.1978594200698345,0.18923637467739488,0.24338174518833394
42,0.0781025544175124,0.1325466868518208,0.05500227721269165,0.18923637467739488,0.0211595229661117
43,-0.053226878707361515,-0.10008837378764998,0.05500227721269165,-0.09647791103689084,-0.08995158814499941
44,0.3423753000297779,0.3464386383402442,0.1978594200698345,0.18923637467739488,0.1322706340772228
45,0.01859075292467399,0.3229766758264625,0.1978594200698345,0.11780780324882345,0.24338174518833394
46,-0.05766504695428506,-0.12213909043594104,-0.0878548656444512,-0.09647791103689084,-0.08995158814499941
47,-0.0153007136881967,-0.0030652205351692705,0.05500227721269165,0.2606649461059663,0.0211595229661117
48,-0.03164124223368792,-0.09898583795523543,-0.0878548656444512,-0.09647791103689084,-0.08995158814499941
49,-0.05867372155585859,-0.13908506618015273,-0.0878548656444512,-0.09647791103689084,-0.08995158814499941
50,-0.023370110500784958,-0.11129013784498183,-0.0878548656444512,-0.09647791103689084,0.0211595229661117
51,-0.01973888193512024,-0.011885507194485698,-0.23071200850159407,-0.2393350538940337,-0.08995158814499941
52,0.04179026876086523,0.14026443767872268,0.05500227721269165,0.18923637467739488,0.1322706340772228
53,-0.04116313047254207,-0.1232416262683556,-0.0878548656444512,-0.09647791103689084,0.0211595229661117
54,-0.04596442157603208,-0.12985684126284291,-0.0878548656444512,-0.09647791103689084,-0.08995158814499941
55,0.0781025544175124,0.1303416151869917,0.05500227721269165,0.11780780324882345,0.0211595229661117
56,0.09020664963639478,0.14798218850562456,0.1978594200698345,0.18923637467739488,0.1322706340772228
57,0.009512681510512197,-0.01850072218897302,-0.0878548656444512,-0.025049339608319406,0.0211595229661117
58,-0.04112278348847913,-0.022910865518631234,-0.0878548656444512,-0.09647791103689084,-0.08995158814499941
59,-0.01469550892725258,-0.09126808712833355,-0.0878548656444512,0.04637923182025202,-0.08995158814499941
60,-0.01570418352882611,-0.07362751380970069,-0.23071200850159407,-0.2393350538940337,-0.08995158814499941
61,-0.01868986034948377,-0.07473004964211524,0.05500227721269165,-0.025049339608319406,0.0211595229661117
62,-0.0558494326714527,-0.151907557911134,-0.23071200850159407,-0.09647791103689084,-0.08995158814499941
